"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Feature"
4.66216126524169e-05,0.136392055226926,0.321,0.321,0.876579561090743,"NDUFAF3"
4.6701157119266e-05,0.0612481369010152,0.675,0.702,0.878075156156438,"XRCC6"
4.70625174288141e-05,0.0183115193968288,0.136,0.151,0.884869452696563,"WARS1"
4.74356070864106e-05,0.0867510971167338,0.166,0.17,0.891884284438692,"TPD52L2"
4.80004335811781e-05,-0.120756092139715,0.214,0.239,0.902504152193311,"KLHL20"
4.81320976181232e-05,-0.0772882318377708,0.396,0.44,0.904979699415952,"PET100"
4.84913133020828e-05,0.106552999038793,0.401,0.405,0.911733672705761,"EIF6"
4.92401125576676e-05,-0.164580142493609,0.212,0.25,0.925812596309267,"POLE4"
4.99666920262046e-05,-0.0873778329949775,0.213,0.246,0.9394737434767,"BST2"
5.1669396571031e-05,0.0371615040428535,0.705,0.729,0.971487994328525,"CLEC2B"
5.18211129779683e-05,0.132130060696414,0.186,0.186,0.97434056621176,"ETHE1"
5.18462262094904e-05,0.0869363437966881,0.46,0.473,0.974812745190839,"ZYX"
5.19941714763592e-05,0.104891184812785,0.367,0.362,0.977594412098506,"MTCH1"
5.21939659958338e-05,-0.00915632615904527,0.214,0.234,0.981350948653666,"EHD4"
5.2483416289259e-05,-0.128694439490556,0.266,0.307,0.986793193070648,"MAGED2"
5.27697564778605e-05,-0.232425650614437,0.082,0.105,0.992176961296734,"PMS1"
5.27759639138295e-05,-0.0511479996146584,0.174,0.197,0.992293673507822,"GNPTG"
5.28252449739908e-05,0.0257111291936285,0.329,0.347,0.993220256000975,"RAPGEF1"
5.44310088590094e-05,0.198198723650726,0.123,0.116,1,"BRWD3"
5.51722102162951e-05,0.182402435771515,0.265,0.26,1,"WDR74"
5.608214745218e-05,0.0457569306576464,0.173,0.182,1,"SAMD4B"
5.67127034170533e-05,0.114826940718326,0.59,0.604,1,"TUBA1A"
5.79119780819107e-05,0.0419684074950399,0.294,0.311,1,"NORAD"
5.8126924218681e-05,-0.0527424890020574,0.444,0.48,1,"SLBP"
5.82351284993418e-05,0.15907990018484,0.223,0.221,1,"ABCE1"
5.86215247821075e-05,0.166263965760335,0.313,0.315,1,"RPA3"
5.9562764322445e-05,0.0030101367398967,0.617,0.651,1,"CDK17"
6.04594093408179e-05,0.136548287549603,0.276,0.276,1,"MKRN1"
6.07499020369459e-05,0.0020442833964287,0.976,0.978,1,"GAPDH"
6.13349361531144e-05,-0.0529284749825656,0.312,0.351,1,"TBCC"
6.13939242252531e-05,0.137701121903403,0.405,0.406,1,"NDUFS6"
6.24031735763763e-05,0.116085661425874,0.412,0.415,1,"ERBIN"
6.26959905053337e-05,-0.134125099917193,0.183,0.209,1,"SNX5"
6.28317374004132e-05,0.0104357549143306,0.511,0.548,1,"EEIG2"
6.32314321519142e-05,-0.0107746352726198,0.392,0.431,1,"VMP1"
6.43787803426496e-05,0.0180118437506941,0.492,0.523,1,"ACTN4"
6.4588223367706e-05,0.0948090746058925,0.136,0.14,1,"STX6"
6.53337115074239e-05,0.168357346650577,0.164,0.159,1,"ZNF407"
6.53766371653334e-05,0.150013817735714,0.301,0.31,1,"TUBA1C"
6.58556630700189e-05,0.0760753553914766,0.802,0.81,1,"HNRNPK"
6.58734412469279e-05,0.043112810187433,0.737,0.77,1,"MAP1LC3B"
6.59580791412043e-05,-0.0956425520875203,0.259,0.286,1,"RAB9A"
6.60528177830826e-05,0.0698012687883689,0.181,0.193,1,"ECE1"
6.769073433585e-05,0.145210294435231,0.154,0.159,1,"BTG1-DT"
6.86932730070822e-05,0.126332266417977,0.15,0.151,1,"SBNO2"
6.89219716973047e-05,0.106719733084996,0.228,0.234,1,"ATG4B"
7.03986542543669e-05,0.147253481023245,0.342,0.341,1,"UTY"
7.0525686583092e-05,0.0849988528837387,0.1,0.104,1,"FAAH2"
7.13560418627155e-05,-0.0596794637683218,0.306,0.346,1,"PURA"
7.15283209146775e-05,0.0921097783252107,0.678,0.694,1,"COX5B"
7.18431619692072e-05,0.10322234407546,0.445,0.458,1,"RAD23A"
7.20984245344751e-05,0.0800182591427734,0.115,0.12,1,"PURB"
7.23045309454344e-05,0.174552053678619,0.139,0.141,1,"NNT"
7.24316448707321e-05,-0.00631450887942986,1,1,1,"RPS12"
7.33678024884892e-05,0.390554158772463,0.197,0.164,1,"TRGC2"
7.46895711591314e-05,0.142544733956162,0.152,0.15,1,"PACSIN2"
7.53221220102768e-05,0.118577315088587,0.144,0.151,1,"PRCP"
7.54658497460615e-05,0.105236566317018,0.592,0.591,1,"PAFAH1B1"
7.55130568048685e-05,-0.142958236691272,0.128,0.152,1,"NAA38"
7.5706829981442e-05,-0.115901529679553,0.166,0.198,1,"C6orf89"
7.60907649354007e-05,0.0333703491168581,0.431,0.448,1,"GGA2"
7.64416620898793e-05,0.212952085860324,0.127,0.121,1,"FRMD8"
7.66547171699632e-05,-0.0861386777758766,0.501,0.539,1,"DNAJC1"
7.75539840941071e-05,0.178749093226943,0.275,0.277,1,"MRPS7"
7.94787045973911e-05,-0.167653208703854,0.108,0.128,1,"TBC1D19"
8.01686815644446e-05,0.0191151802153797,0.138,0.146,1,"SSH1"
8.17517372362675e-05,-0.140476324206674,0.165,0.2,1,"SEC22C"
8.19032447785658e-05,-0.280807012460405,0.1,0.13,1,"SCOC"
8.25423175897691e-05,0.0978272410500183,0.888,0.909,1,"CYBA"
8.34560616106251e-05,-0.0729231284600597,0.238,0.271,1,"CARD11"
8.3953945645574e-05,0.23452373539665,0.141,0.131,1,"CCDC18-AS1"
8.41626160276614e-05,0.107653025899609,0.305,0.315,1,"SDHAF2"
8.46077861172264e-05,-0.167205381731173,0.328,0.382,1,"CUTA"
8.53588573105563e-05,0.0183219649989868,0.913,0.929,1,"HMGB1"
8.59940251516355e-05,0.183900647737841,0.133,0.13,1,"ALAS1"
8.63729980707905e-05,0.170937966214003,0.347,0.34,1,"PPP1R10"
8.7726682588275e-05,-0.0901590014276576,0.153,0.181,1,"COMMD2"
8.93924830499487e-05,-0.14399759097052,0.137,0.156,1,"PSTPIP1"
9.38780401791222e-05,0.222341975838554,0.216,0.212,1,"MRPL18"
9.46451663244631e-05,-0.0557575598107531,0.995,0.994,1,"RPL15"
9.61475824666441e-05,0.112495597836127,0.308,0.31,1,"UBR5"
9.69825120490338e-05,0.0832447983619053,0.268,0.28,1,"CNIH4"
0.000100046890216769,0.0652400518800462,0.359,0.369,1,"IMPDH2"
0.000100222972742879,0.324003650841928,0.145,0.127,1,"SLC1A4"
0.000100952179338678,-0.0835482229883242,0.263,0.287,1,"NARF"
0.000101980047968042,-0.0586575428645155,0.156,0.182,1,"OTUD6B-AS1"
0.00010215151281057,0.0780777576847063,0.139,0.15,1,"FIBP"
0.000102575328806015,-0.0270467779767447,0.994,0.992,1,"RPL10A"
0.000103115173329597,0.00725526582984165,0.29,0.316,1,"CPD"
0.000103488887452207,-0.0871436104670076,0.662,0.692,1,"PDE4B"
0.000103948007266145,0.169992277229599,0.232,0.231,1,"NSF"
0.000105614440329375,0.0793711353304187,0.305,0.314,1,"TMED5"
0.000105649939659133,0.136108716348022,0.601,0.601,1,"SRSF10"
0.000106732693003981,-0.255029850658203,0.082,0.102,1,"LINC00342"
0.000107125189673194,0.000160569854144477,0.599,0.643,1,"RAC1"
0.000108727538961958,0.0035798229304671,1,1,1,"RPL10"
0.000111525148917661,-0.127198198245165,0.273,0.316,1,"MGST3"
0.000111827875631732,0.0993651244003089,0.311,0.314,1,"FMNL1-DT"
0.000111970073034149,0.164811796610142,0.272,0.27,1,"HMOX2"
0.000113424365894662,0.107803525948114,0.567,0.575,1,"RNPS1"
0.000113884165161926,-0.182577069274422,0.13,0.162,1,"CSTPP1"
0.000114552538397848,-0.113783960800678,0.158,0.178,1,"GSE1"
0.000115420645918666,-0.0916796181886483,0.115,0.138,1,"DFFA"
0.000116515018372188,0.160777065669916,0.2,0.202,1,"ABCF2"
0.000116819080915947,0.309848188328454,0.169,0.153,1,"PERP"
0.000117219149408006,0.0519549692565802,0.212,0.229,1,"LRRC59"
0.000118582820537788,0.355203837430116,0.131,0.117,1,"CEP78"
0.000119520053741079,0.0592313993896758,0.185,0.201,1,"CARD8"
0.000119650946092782,-0.116539518221592,0.393,0.444,1,"PRDM2"
0.000120160223814497,0.128618159046787,0.567,0.567,1,"CSNK1G2"
0.000120426131162693,0.0897727595196866,0.461,0.467,1,"PEBP1"
0.000123641037173434,0.214514526857728,0.232,0.222,1,"MPC1"
0.000124302127016521,0.178125545965579,0.135,0.132,1,"FAM241A"
0.000124595603998452,0.139330255241499,0.197,0.189,1,"TCIRG1"
0.000124856401929235,0.0881220675565008,0.402,0.417,1,"PUM2"
0.000126102774459449,0.0910052566952245,0.561,0.566,1,"GHITM"
0.000126620253299488,-0.634138057135659,0.1,0.142,1,"SNED1"
0.000126792668552144,0.0355481434292826,0.975,0.977,1,"SARAF"
0.000127303492854458,0.115240977287884,0.469,0.479,1,"ZC3H15"
0.000130031477861774,0.238810632184235,0.15,0.142,1,"TXLNGY"
0.0001302975018679,0.257349836644483,0.118,0.11,1,"SFMBT1"
0.000131000263370473,0.0775765398144568,0.572,0.592,1,"ARPC5"
0.00013108775296474,0.417551666472819,0.116,0.098,1,"CD226"
0.000133031589140485,-0.000721878009972698,0.107,0.115,1,"GAS7"
0.000135147695221235,0.128328568993196,0.256,0.254,1,"ATP6V1H"
0.000136225421933418,-0.0606192984343215,0.628,0.677,1,"IQGAP1"
0.000137983919082288,-0.177351374322994,0.13,0.163,1,"WASHC3"
0.000140801022509662,0.166338826386924,0.228,0.224,1,"PIK3C3"
0.000141483321383216,-0.235365208896795,0.111,0.141,1,"FASN"
0.000145365204015958,-0.112281436151963,0.254,0.285,1,"YWHAH"
0.000145583329841252,0.25580727042923,0.123,0.117,1,"RNF14"
0.000145717203613567,-0.00972922534329124,0.307,0.32,1,"PRKCA"
0.000146488131678792,0.0452241001805544,0.136,0.145,1,"VAMP3"
0.000147111052288199,-0.0375807773194164,0.37,0.398,1,"IDI1"
0.000147652365764668,0.134737391743378,0.636,0.644,1,"HSPD1"
0.000148672415435288,-0.269580602071083,0.107,0.139,1,"DUSP18"
0.000150967278684108,0.218223381127966,0.145,0.14,1,"ABCB1"
0.000151505048630285,-0.0434910807972624,0.347,0.381,1,"SH3BGRL"
0.000154472384857344,0.00866019454014366,0.326,0.356,1,"CCDC88C"
0.000155138697773414,-0.166315125215217,0.121,0.148,1,"CDC16"
0.000155292866103128,0.199874073270052,0.125,0.119,1,"SEC24D"
0.000155512309939274,-0.106101931586879,0.091,0.109,1,"IKBIP"
0.000155863320660595,0.167463490966747,0.109,0.106,1,"OSBPL11"
0.000156894835613898,0.108417187985604,0.59,0.595,1,"EWSR1"
0.000160033742112441,0.138482255992737,0.155,0.153,1,"ANO6"
0.000160139641191364,0.149184183195326,0.364,0.358,1,"MORC3"
0.000161363305789599,0.102665333228132,0.282,0.285,1,"MED13"
0.000163577446535484,0.159629843587187,0.431,0.436,1,"IFI16"
0.000166485188676734,0.0246195271861676,0.468,0.499,1,"RBPJ"
0.000166666484752683,-0.00743036185349455,0.09,0.1,1,"SPINT2"
0.000168296093800951,0.0738915249737471,0.208,0.218,1,"MYD88"
0.000170093608757264,-0.0303985007226788,0.921,0.945,1,"SERF2"
0.000170764982472099,-0.143907345083523,0.142,0.169,1,"DIAPH2"
0.000171273399542351,0.157168489091401,0.225,0.225,1,"PRPF19"
0.000174280482460549,0.0375694406200935,0.12,0.128,1,"IQSEC1"
0.00017500079127177,-0.203688790542622,0.116,0.147,1,"ZNF33B"
0.000179072234969433,0.0154589831834963,0.344,0.37,1,"CMTM6"
0.000180229819944343,0.163723135406178,0.126,0.128,1,"ZMYM4"
0.000181740787297828,0.123917236261635,0.519,0.52,1,"DNAJC8"
0.000184331627595515,0.212594431661986,0.3,0.287,1,"PYHIN1"
0.000184444894907768,-0.0864416948569242,0.399,0.426,1,"TANK"
0.000185469185634829,0.0702644892116653,0.18,0.19,1,"CTNNBL1"
0.000186981033526964,0.0759680769596012,0.684,0.692,1,"SERBP1"
0.000187687845085062,0.0904571996733106,0.156,0.165,1,"CDK4"
0.000189797907064234,0.171586248264085,0.156,0.159,1,"NOP16"
0.000190274788361395,-0.100637536703607,0.345,0.383,1,"CHD4"
0.000191069983536018,-0.0862723717215449,0.353,0.396,1,"CAMLG"
0.000195045397987361,-0.0360987643154259,0.366,0.402,1,"ZEB1"
0.000195190236326922,-0.286855763322665,0.08,0.104,1,"ATP1A1-AS1"
0.000195723203569146,0.11257397506565,0.301,0.308,1,"EFR3A"
0.000199437072007703,-0.0840804130733657,0.224,0.249,1,"WHRN"
0.000201088468272724,0.0923555020604723,0.72,0.73,1,"SF1"
0.000202492389959595,0.0339001681850424,0.136,0.142,1,"RIN3"
0.000205864521850568,0.112616636987758,0.401,0.402,1,"XRN2"
0.000206720984375444,0.0820586671872248,0.7,0.717,1,"BZW1"
0.000208139771818731,-0.12928230716163,0.2,0.223,1,"SMAD3"
0.000209988093328168,-0.281073138231688,0.136,0.166,1,"RASSF2"
0.000214906214773702,-0.0170142173863739,0.38,0.412,1,"ZBTB7A"
0.00021513396226864,0.112679708275227,0.574,0.587,1,"RSRC2"
0.000215600257740242,0.103890282387157,0.718,0.717,1,"EIF4A2"
0.000216613876220878,-0.264772022204425,0.087,0.111,1,"MYO1D"
0.000217047389781809,-0.0819224305405313,0.17,0.196,1,"BCAS3"
0.000219971768287055,0.0177679736218401,0.998,0.999,1,"RPS3"
0.000222201885983095,-0.0735475992276453,0.908,0.923,1,"LINC-PINT"
0.000224580280183306,-0.140919030684893,0.128,0.153,1,"PGAP6"
0.000225167649264264,0.119426530914851,0.484,0.49,1,"RASA2"
0.000225724154081858,0.148083575237355,0.644,0.637,1,"ARHGAP9"
0.000227381327469798,0.100644882285769,0.919,0.922,1,"NCL"
0.000227944222349712,0.202180242454923,0.146,0.139,1,"NDUFAF2"
0.000228297684803967,-0.0482577738425246,0.32,0.362,1,"COX17"
0.000229061324767336,0.162318382876118,0.15,0.147,1,"MAPKAP1"
0.000234100641447653,0.221032128028155,0.22,0.208,1,"UBE2F"
0.000236540286351585,-0.143880997910485,0.346,0.394,1,"ARL2BP"
0.000237142666915208,-0.501617141191416,0.08,0.112,1,"LNCRNA-IUR"
0.00023731688625279,0.259483301544335,0.132,0.124,1,"USF1"
0.000238149391062792,-0.0152912232927003,0.779,0.816,1,"MYADM"
0.000238222988396836,0.20036676498627,0.254,0.249,1,"CTBP1"
0.000238938211067339,0.104962642560127,0.314,0.318,1,"ATF4"
0.000239020244357931,-0.0553650933023946,0.279,0.305,1,"SYTL2"
0.000239416704345623,0.168308742288478,0.415,0.41,1,"FGFR1OP2"
0.000240166633940524,0.0752918225394279,0.666,0.684,1,"ARID5A"
0.000241658942405314,0.136773719293653,0.239,0.233,1,"LPCAT1"
0.000241920071389661,-0.183650768551242,0.18,0.212,1,"ENSG00000286145"
0.000242073370115135,0.139019413515871,0.356,0.357,1,"GTF2A2"
0.000242658142195183,0.00900545693126542,0.999,0.999,1,"RPLP2"
0.000247596120167472,0.154847181092069,0.192,0.192,1,"NAA10"
0.00024783248787324,0.0341828484522773,0.186,0.197,1,"RASGEF1B"
0.000251139840558116,0.0128931317759979,0.183,0.192,1,"SERINC5"
0.000253128710044551,0.182186938414068,0.2,0.19,1,"STX12"
0.000254745347682848,0.00616506852467724,0.108,0.117,1,"DNAJC4"
0.000255058061567017,-0.0660150405597778,0.593,0.637,1,"EPC1"
0.000257066354694087,-0.0780456244019284,0.422,0.469,1,"TNIP1"
0.000257612521523364,0.100476419906807,0.448,0.459,1,"RBM4"
0.000259059123179084,0.101398119178224,0.202,0.207,1,"ACSL4"
0.000261757929151241,0.223333594639976,0.121,0.116,1,"PFKL"
0.000265687726905592,0.152652611545629,0.111,0.107,1,"DENND1A"
0.000267253661394282,0.0578158321565316,0.178,0.194,1,"THAP4"
0.000269013036254032,0.388226037696877,0.105,0.099,1,"AIM2"
0.000269264803969896,0.132078647566869,0.263,0.264,1,"CLINT1"
0.000269551954197377,-0.0382731897389705,0.147,0.161,1,"CDC42EP3-AS1"
0.000272475753246613,-0.0829029170235642,0.198,0.229,1,"CMTM3"
0.000272478322157785,0.0198878199740667,0.373,0.392,1,"BEST1"
0.000273311204954346,0.147324212634476,0.351,0.341,1,"AKIRIN2"
0.000273636931956793,0.172459831499645,0.187,0.19,1,"CPNE3"
0.000276479223967098,0.0130533926401988,0.095,0.103,1,"USF2"
0.000277641620458227,0.226013163673421,0.247,0.235,1,"ENSG00000291066"
0.000278052550465577,0.182009596771557,0.166,0.167,1,"ATE1"
0.000284685722433152,0.0892492306962984,0.588,0.602,1,"COX7B"
0.000286577420839055,0.0304929321976863,0.865,0.875,1,"RGCC"
0.000291383559587913,0.134993348065494,0.225,0.219,1,"ST3GAL1"
0.000297404404608039,-0.0982250948083062,0.34,0.378,1,"RB1"
0.000307592240133756,0.163682957263696,0.244,0.24,1,"CLK3"
0.000309065328505948,-0.0190959211535864,0.493,0.524,1,"SH3KBP1"
0.000309577670143116,0.181321830014079,0.263,0.255,1,"PAXBP1"
0.000309754480675191,-0.0805163347413089,0.499,0.55,1,"TRAM1"
0.0003122939954853,0.158302629780065,0.414,0.431,1,"NEU1"
0.000316449869311385,0.0757217282880903,0.304,0.312,1,"ITGAL"
0.000317480009839968,0.261706242446891,0.1,0.092,1,"PMVK"
0.000317777441334377,0.0716751726525925,0.262,0.279,1,"TINF2"
0.000318641103629932,0.222836915262876,0.123,0.118,1,"DCTN5"
0.00032426197412605,-0.145412970933139,0.097,0.117,1,"TMEM223"
0.000324303666516182,0.00117251830016651,0.704,0.736,1,"SYNE2"
0.000326803256788826,-0.0288875901290297,0.982,0.987,1,"EEF1D"
0.000329367852973462,-0.0753321874970558,0.198,0.227,1,"MAD1L1"
0.000330062989744937,0.168534740958603,0.181,0.18,1,"PIK3C2A"
0.000330279099607763,0.121496660075833,0.317,0.326,1,"EVI2A"
0.000331146912348377,0.176565485305843,0.171,0.169,1,"SNAP23"
0.000332676142605089,0.0700612020548845,0.209,0.221,1,"POLDIP3"
0.000336409354644722,0.0974245266835588,0.523,0.529,1,"ILF2"
0.000337643449162085,0.266291396364913,0.148,0.136,1,"FBXO9"
0.000338624154959549,-0.0648420960778764,0.143,0.168,1,"B3GLCT"
0.000341067428329913,-0.20980371741924,0.131,0.161,1,"PFKP"
0.000341891312100817,0.180945986495456,0.188,0.182,1,"TBC1D1"
0.0003431645299931,-0.100494934655462,0.246,0.283,1,"DENND4C"
0.000347098526662938,-0.199945786321798,0.098,0.123,1,"GOT2"
0.000353098242663208,0.205810727873608,0.15,0.146,1,"GART"
0.000355836425800184,0.141000275341969,0.206,0.203,1,"ELOVL1"
0.000358263759047712,0.107123761252091,0.107,0.112,1,"ATXN1L"
0.000358363824797407,-0.0887635874437366,0.251,0.286,1,"DNM1L"
0.000359630492520048,-0.0529323394142188,0.206,0.231,1,"CKLF"
0.000363430092015918,0.0815846161099465,0.112,0.12,1,"GOLGA2"
0.000364247358862389,0.11105240213438,0.4,0.389,1,"FBXW7"
0.000370580053854926,0.123637848004658,0.803,0.805,1,"DDX24"
0.000371688332610905,0.173806813985828,0.304,0.289,1,"MYO1F"
0.000373539193563791,0.00246779210717582,0.379,0.405,1,"TNFAIP8"
0.000374368118384874,-0.103009365722507,0.364,0.414,1,"LINC01138"
0.000374773390655537,0.0964576610401402,0.626,0.642,1,"PSMB1"
0.000377755978320032,0.227371209741625,0.168,0.159,1,"SMARCD2"
0.000378274473353903,-0.010554943505019,0.281,0.315,1,"SAR1A"
0.000381440514633287,0.0657855209243601,0.291,0.301,1,"ELF2"
0.000381785725614652,0.0798189047620252,0.392,0.411,1,"BUD31"
0.000384950685811742,0.127725104873195,0.224,0.223,1,"ENSG00000291136"
0.000387029292960936,0.125156438161861,0.252,0.259,1,"COPS3"
0.000390689818833967,-0.180734664102059,0.078,0.1,1,"AKTIP"
0.000393014709537047,-0.134116556373364,0.089,0.104,1,"ADA2"
0.000398151216383654,-0.136004874323985,0.226,0.26,1,"SHKBP1"
0.000398793737093449,-0.0308727623286309,0.999,0.999,1,"RPL26"
0.000399970993233831,0.059322785510737,0.179,0.189,1,"NT5C2"
0.000400474803381777,0.241603497464777,0.101,0.094,1,"RAB24"
0.000401064774737975,0.0302334776632744,0.191,0.215,1,"MRPS35"
0.000401871524921221,0.114455646033893,0.164,0.167,1,"KAT2B"
0.000401875087141897,0.278854284893184,0.168,0.151,1,"NMRK1"
0.000402096476130597,-0.106428694136993,0.272,0.307,1,"RIC8A"
0.000405485107857784,-0.00624798840864503,0.39,0.425,1,"PRDX5"
0.000414872255694122,0.234240959476322,0.141,0.135,1,"ECI2"
0.000416467370651457,0.135010031296533,0.227,0.227,1,"FAM32A"
0.000417587527736991,-0.216165919769164,0.108,0.129,1,"DCTN6-DT"
0.000421674606139881,0.172035265458454,0.24,0.237,1,"CDK5RAP3"
0.000425990146677172,-0.0644702058814517,0.101,0.113,1,"BBC3"
0.000426280927779802,0.121513215468423,0.322,0.322,1,"SAFB"
0.000427913045099549,-0.0975342717921297,0.377,0.415,1,"FKBP8"
0.000428462001084808,0.112937405935637,0.318,0.319,1,"CREBBP"
0.000430248268752995,-0.179554318287734,0.224,0.265,1,"NDUFB1"
0.000431404686372838,0.0927520638513438,0.356,0.37,1,"UBA2"
0.000434339668897469,0.0519281684771999,0.752,0.78,1,"C12orf57"
0.000436644441467867,0.141593545673903,0.158,0.155,1,"TBK1"
0.000441169049261742,-0.277542980520245,0.089,0.113,1,"UST"
0.000444701544380789,0.0300395096752918,0.213,0.237,1,"SLC39A8"
0.00044716894389386,0.146222808891949,0.214,0.215,1,"MT1F"
0.000449521524608886,0.137323217051476,0.397,0.405,1,"MAT2A"
0.000452312832565032,0.157627453746817,0.228,0.224,1,"SINHCAF"
0.000452811350720492,0.00178014478049746,0.377,0.409,1,"POLR2K"
0.000453216756799218,0.0876216753805727,0.674,0.688,1,"U2AF1"
0.000461885846064578,-0.0542529147828762,0.241,0.267,1,"LDLRAD4"
0.00046304054457298,-0.0999395975211264,0.097,0.115,1,"DMWD"
0.000468046023737644,0.206144700286967,0.193,0.189,1,"ENSG00000287263"
0.000470507840857589,0.2378348256545,0.132,0.127,1,"SRFBP1"
0.000470675571818072,0.113465197556374,0.602,0.61,1,"PRR13"
0.000474131285857918,0.129698113944428,0.304,0.306,1,"ALKBH5"
0.000474706062744265,0.0713037323354536,0.371,0.38,1,"COP1"
0.000479151504994387,0.179321180731824,0.27,0.263,1,"TIMM17A"
0.000480304941399952,-0.0276175464658473,0.398,0.433,1,"TNRC6C"
0.000482850279056168,0.00816473897368161,0.404,0.433,1,"CLASP1"
0.000483887498247121,0.18225263029079,0.297,0.292,1,"HMCES"
0.000483998846956968,-0.143586440313007,0.114,0.137,1,"TRIP4"
0.000484171710449245,0.0588289537901845,0.337,0.349,1,"BLOC1S2"
0.000487473165173718,0.284825754373513,0.369,0.347,1,"PTPN4"
0.0004924871241473,0.133486882350612,0.124,0.126,1,"ABHD12"
0.000494454288732123,0.11209076244553,0.347,0.35,1,"ZFAND6"
0.000500390799309478,-0.0743790600955236,0.202,0.232,1,"AKR1B1"
0.000503872929919619,0.143014942915783,0.329,0.324,1,"TMEM165"
0.000508147900530079,0.0253234027320755,0.206,0.221,1,"PTTG1IP"
0.000508679376120034,0.250478860042951,0.104,0.098,1,"ATF3"
0.000509373893689276,0.14791833620708,0.28,0.275,1,"PCMTD1"
0.000511735157840246,-0.166887654648446,0.236,0.267,1,"RCAN3"
0.000514452342897085,-0.0552698148333757,0.127,0.147,1,"OSBPL3"
0.000517180504148581,0.0535290840430582,0.599,0.622,1,"RABGAP1L"
0.000518368343346864,0.174995322392281,0.26,0.249,1,"NCKAP1L"
0.000519973744533481,0.251919319062978,0.119,0.109,1,"ACSF3"
0.000521465276028572,-0.144091661866439,0.12,0.145,1,"KIF3B"
0.000525522509783828,0.165848347621554,0.12,0.117,1,"CHD7"
0.000525587151499127,0.0736919806800546,0.272,0.284,1,"NGLY1"
0.000527968982941825,0.0781047650185072,0.3,0.308,1,"ADAM8"
0.000531654577003399,-0.0507561810033705,0.624,0.668,1,"ITK"
0.000535395247691946,0.0760400458543593,0.138,0.146,1,"SMIM15"
0.000536370896005412,0.0529333906152959,0.357,0.376,1,"PCED1B"
0.00053987590109988,0.144289803823756,0.244,0.243,1,"PSMD12"
0.000547514726076175,0.118928234544794,0.525,0.522,1,"HLA-DPB1"
0.000548285709065688,0.138816783743194,0.457,0.45,1,"FNBP4"
0.000549178332226433,-0.00902948780911883,0.526,0.568,1,"TMEM123"
0.000553451337750205,0.160369368941647,0.16,0.155,1,"ATOX1"
0.000554833320409886,0.0318401451409138,0.223,0.238,1,"WDFY2"
0.000555956584362571,0.0509724926111335,0.517,0.547,1,"NDUFB2"
0.000557496391499002,-0.0183990546595575,0.275,0.291,1,"PTPRE"
0.000559731537106217,0.175788158082498,0.112,0.108,1,"SETD3"
0.000559968434551959,0.235597221499233,0.12,0.11,1,"ERF"
0.000563283045374639,0.175014495926548,0.122,0.118,1,"INSIG2"
0.000569093248409084,0.141952648575498,0.297,0.3,1,"PSMA4"
0.000575163807676889,-0.0173553826819817,0.276,0.306,1,"KCNA3"
0.000576998239300396,0.11262180334282,0.424,0.42,1,"RUNX1"
0.000578089984034002,0.113118329333699,0.392,0.393,1,"ANAPC16"
0.000584214796259604,-0.0210241867974348,0.431,0.461,1,"GRAP2"
0.00058703475971623,-0.0420801565975218,0.327,0.371,1,"TSPYL1"
0.000587390164642981,0.195369766004862,0.127,0.122,1,"PHF10"
0.000594969844152627,0.097177786760267,0.28,0.283,1,"PABPC4"
0.000595511914278645,0.120416581679633,0.429,0.43,1,"PRPF8"
0.000598473986127683,0.0911637349857788,0.537,0.554,1,"TECR"
0.000599540045044731,-0.0979049229808334,0.43,0.483,1,"TMED10"
0.00060045624128256,0.158173392150849,0.174,0.173,1,"HSPBP1"
0.000604578162740938,0.153440324847005,0.207,0.208,1,"ECHDC1"
0.000609396900025551,0.100026792584374,0.182,0.187,1,"C1orf122"
0.000610964043775943,0.133552871131146,0.136,0.138,1,"BNIP3"
0.000612437696113934,0.0827460743771866,0.461,0.476,1,"RPN1"
0.000613320227234483,-0.0430018989959433,0.572,0.625,1,"YBX3"
0.000614275163691513,0.191114246575074,0.198,0.195,1,"POLR1C"
0.000620213315524241,0.161414124185787,0.406,0.407,1,"TRABD"
0.00062036771462189,0.110677875013924,0.621,0.637,1,"ISCU"
0.000620929711121153,0.268992185253247,0.141,0.137,1,"DENND2D"
0.000622344117593022,0.047333684754809,0.251,0.266,1,"PNPLA8"
0.000624955083752061,0.197434262195537,0.129,0.123,1,"TBC1D10B"
0.000629126746521233,0.119616205317335,0.265,0.262,1,"SRA1"
0.000629747096958241,0.114518479164613,0.157,0.164,1,"EXOSC8"
0.000631526124040402,0.169938672212971,0.286,0.285,1,"DNAJC2"
0.000639432173128371,0.0471915583627094,0.13,0.139,1,"ANKRD10"
0.000646012589771417,0.0882915237258058,0.603,0.61,1,"C19orf53"
0.000648409679532564,0.12269740433743,0.222,0.226,1,"NSMCE2"
0.000649140634971079,0.03892055093543,0.511,0.544,1,"RAB5IF"
0.000649672243251251,0.103855143612086,0.424,0.436,1,"UBE2N"
0.000650047449846427,0.132973418905309,0.195,0.192,1,"DTHD1"
0.000660993148152719,0.0757509710743194,0.371,0.381,1,"LRRFIP2"
0.000668071063645349,0.186655339837684,0.105,0.108,1,"IL12RB1"
0.000680533574848805,0.121138308359481,0.261,0.267,1,"EGLN2"
0.000681560369507372,-0.0855518737013485,0.153,0.176,1,"ERN1"
