"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Feature"
2.67023846441827e-35,-0.102041489877646,0.971,0.98,5.02058236079923e-31,"RPL36AL"
2.7624099955899e-35,0.436094143164081,0.416,0.409,5.19388327370813e-31,"SOD2"
3.40674853585454e-35,0.182350312879507,0.683,0.669,6.40536859711371e-31,"NME2"
3.54888415995402e-35,0.132541186260543,0.981,0.981,6.67261199754555e-31,"PPIA"
5.55791764574762e-35,0.0709174893341049,0.992,0.989,1.04499967575347e-30,"RACK1"
1.05808817659548e-34,-0.121386696491927,0.997,0.996,1.98941738963483e-30,"RPL37A"
1.30794269886529e-34,0.113328140714559,0.959,0.961,2.45919386240651e-30,"RPS11"
1.79397444249419e-33,0.341084078536469,0.335,0.288,3.37303074677757e-29,"NINJ1"
1.67032067789185e-32,-0.0989176598798105,0.975,0.983,3.14053693857226e-28,"JUND"
4.41192305261474e-31,-0.0793485925671724,0.573,0.633,8.29529772352624e-27,"NFATC2"
5.27297717934957e-31,-0.27754187776607,0.416,0.51,9.91425169261307e-27,"CD5"
9.48156110567513e-31,-0.500917123154645,0.17,0.24,1.78272311908904e-26,"ENSG00000282885"
1.13701067758505e-30,-0.0399903530656573,0.456,0.526,2.13780747599541e-26,"ATP2B4"
1.57971741429907e-30,-0.14820409075469,0.813,0.862,2.97018468236511e-26,"NR3C1"
6.25244050557637e-30,-0.217027677407794,0.428,0.498,1.17558386385847e-25,"ID2"
7.80072461361907e-30,0.0486505558643495,0.999,0.998,1.46669224185266e-25,"RPS13"
3.61033650760405e-29,-0.474396578233529,0.149,0.216,6.78815470159714e-25,"SNHG17"
4.76188748628777e-29,0.339313843020485,0.35,0.308,8.95330085171827e-25,"ENSG00000235979"
7.74407115906203e-29,0.445568879376533,0.14,0.12,1.45604025932684e-24,"ENSG00000291156"
8.17769742617042e-29,0.938967895571061,0.15,0.173,1.53757067006856e-24,"TIMP1"
9.52304795806308e-29,-0.174426766403438,0.715,0.774,1.79052347707502e-24,"FNBP1"
1.51225474151016e-28,-0.0615383993790599,0.722,0.773,2.84334136498741e-24,"ABHD17A"
4.29641137030056e-28,-0.107265922444465,0.45,0.519,8.07811265843911e-24,"MXRA7"
8.77908293748624e-28,0.76027669472403,0.115,0.079,1.65064317390616e-23,"SLC12A7"
9.85040142323642e-28,-0.109400041036353,1,0.999,1.85207247559691e-23,"RPL37"
1.83398423898605e-27,-0.274334932596199,0.419,0.505,3.44825716614156e-23,"KANSL1"
1.89462340241645e-27,0.265619759767501,0.345,0.318,3.56227092122342e-23,"PLEC"
2.21571575373921e-27,0.245494507268058,0.768,0.754,4.16598876018045e-23,"TPI1"
2.80013259419114e-27,0.0450216918053536,0.999,0.998,5.26480930359819e-23,"RPL18A"
4.43957719141352e-27,-0.119222172850338,0.738,0.756,8.34729303529569e-23,"DUSP2"
5.95521465492641e-27,0.450793754050129,0.326,0.254,1.11969945941926e-22,"KLRC4"
6.27305907187661e-27,-0.103892007756713,0.346,0.43,1.17946056669424e-22,"LINC02446"
1.4442738113766e-26,0.302655261045905,0.451,0.412,2.71552362015028e-22,"SEPTIN2"
1.61036719251168e-26,-0.148750040893577,0.857,0.894,3.02781239536046e-22,"JAK1"
1.70623973123938e-26,0.51244845989389,0.164,0.138,3.20807194267628e-22,"PHLDB3"
1.77962811675869e-26,0.0707622616756773,0.978,0.979,3.34605678512968e-22,"EEF1B2"
3.60397936836319e-26,0.300081543340918,0.92,0.918,6.77620200839648e-22,"ENSG00000278996"
3.98762998571473e-26,-0.265676362788371,0.462,0.515,7.49754189914083e-22,"BHLHE40"
5.36675577812132e-26,0.0679498772845744,0.996,0.994,1.00905742140237e-21,"UBA52"
7.99693314224579e-26,-0.0637354357590381,0.997,0.999,1.50358336940505e-21,"TMSB10"
8.26380915511525e-26,0.63932994720514,0.1,0.084,1.55376139734477e-21,"DSE"
9.51905839135855e-26,-0.148752394105549,0.385,0.425,1.78977335874323e-21,"SAMD3"
9.54807530791408e-26,-0.126835315529849,0.48,0.543,1.79522911939401e-21,"TENT5C"
1.07760836772891e-25,-0.379335663106384,0.224,0.308,2.02611925300391e-21,"PAG1"
1.19114163884267e-25,-0.0891388641820723,0.775,0.826,2.23958450935199e-21,"CD3E"
2.12830129617013e-25,0.590245975119971,0.13,0.098,4.00163209705907e-21,"RPSA2"
2.6784170029442e-25,-0.585568753080542,0.075,0.111,5.03595964893568e-21,"PHLDB2"
1.00248071137025e-24,0.528598879146953,0.185,0.148,1.88486423351834e-20,"NCS1"
1.69562857615722e-24,0.427105077825456,0.165,0.135,3.1881208488908e-20,"PLEKHM2"
3.19220115679005e-24,-0.10341105786952,0.971,0.983,6.00197661499666e-20,"CRIP1"
3.29983370096427e-24,-0.18094004183685,0.845,0.887,6.20434732455302e-20,"ZFP36L2"
3.34885555827791e-24,-0.00336582477091785,0.985,0.99,6.29651822067413e-20,"UBC"
3.6574265025607e-24,0.385046403661751,0.295,0.259,6.87669331011462e-20,"FAM118A"
3.79298990259586e-24,-0.243643448282687,0.093,0.128,7.13157961486074e-20,"XCL2"
5.42090890849287e-24,0.389294201867106,0.464,0.41,1.01923929297483e-19,"MAZ"
5.96151083311814e-24,-0.0463619743443309,0.546,0.592,1.12088326684287e-19,"PPP1R16B"
8.75276328290717e-24,-0.21129061246981,0.419,0.484,1.64569455245221e-19,"SLC7A5"
1.02086038874678e-23,0.165081368117748,0.682,0.699,1.9194217029217e-19,"METRNL"
1.06784537559917e-23,0.327139405576284,0.467,0.447,2.00776287520155e-19,"TRBC1"
1.97712980015659e-23,-0.0538392350500139,0.69,0.749,3.71739945025442e-19,"LCP1"
3.7492258999366e-23,0.100341008857696,0.273,0.274,7.0492945370608e-19,"SNX9"
4.18716338210624e-23,0.354442400364775,0.166,0.151,7.87270459103615e-19,"HIPK2"
4.42077022316278e-23,-0.0907865886363677,1,0.999,8.31193217359066e-19,"RPL35A"
4.56156721941085e-23,-0.263527273894724,0.518,0.601,8.57665868593628e-19,"NSA2"
4.83696204706385e-23,0.540843020026549,0.145,0.125,9.09445604088945e-19,"DEAF1"
5.0073742997923e-23,-0.0883612180640494,0.999,0.998,9.41486515846949e-19,"RPS15"
5.01012028714996e-23,0.187061673731636,0.302,0.327,9.42002816389936e-19,"CD63"
6.03178017341226e-23,-0.170467773928999,0.365,0.404,1.13409530820497e-18,"GLCCI1"
6.37860176166545e-23,-0.148616973911014,0.658,0.719,1.19930470322834e-18,"MYL12A"
6.53704365170418e-23,0.0543900207526553,0.999,0.998,1.22909494739342e-18,"RPS6"
6.88753104690357e-23,0.0925936818719646,0.676,0.678,1.29499358743881e-18,"ZEB2"
9.32883430271708e-23,0.43779324734162,0.264,0.22,1.75400742559687e-18,"ENO2"
9.38763130825409e-23,0.141333190862016,0.997,0.997,1.76506243857793e-18,"FTH1"
1.14554982408024e-22,-0.14919225126528,0.698,0.757,2.15386277923567e-18,"HSPA5"
1.2557876496443e-22,0.262960518803366,0.681,0.642,2.36113193886121e-18,"GLS"
1.66160202569822e-22,-0.281367643754392,0.69,0.747,3.1241441287178e-18,"NFKBIA"
2.40703412757084e-22,0.721650742972464,0.139,0.105,4.5257055666587e-18,"APOBEC3F"
2.69580297250716e-22,-0.152009832773753,0.395,0.449,5.06864874890796e-18,"LYAR"
2.73001062534113e-22,0.172352078659129,0.943,0.938,5.13296597776638e-18,"GNAS"
3.35598657632904e-22,0.346030322009317,0.357,0.338,6.30992596081385e-18,"INSIG1"
5.15868100100768e-22,-0.0987280252598262,0.938,0.953,9.69935201809463e-18,"SRSF2"
6.84291099838593e-22,-0.107060310244967,0.812,0.86,1.28660412591652e-17,"STK4"
7.55230466541096e-22,0.0787487459776828,0.876,0.882,1.41998432319057e-17,"RPL23"
7.62839278768324e-22,-0.28382333807055,0.524,0.613,1.4342904119402e-17,"S1PR1"
8.22986007810907e-22,-0.173053846876029,0.622,0.688,1.54737829188607e-17,"HLA-F"
8.30554401820721e-22,-0.127482567264265,0.418,0.477,1.56160838630332e-17,"TGFBR3"
8.62921888249076e-22,0.315471824011678,0.266,0.257,1.62246573428591e-17,"CTSS"
9.31357216679541e-22,0.441637911787329,0.231,0.206,1.75113783880087e-17,"NEDD9"
1.20346500848404e-21,-0.158276993124976,0.237,0.264,2.2627549089517e-17,"S1PR5"
1.77642692903487e-21,0.334806650564309,0.213,0.188,3.34003791197136e-17,"MFSD12"
1.95496531562458e-21,0.38325823315879,0.418,0.377,3.67572578643734e-17,"GRK2"
2.04905742712945e-21,-0.550320584402441,0.149,0.224,3.85263777448879e-17,"KDSR"
2.05710455923786e-21,-0.358828230698204,0.148,0.204,3.86776799227902e-17,"ENSG00000291214"
3.1089315023425e-21,0.308822811223506,0.36,0.313,5.84541301070437e-17,"BRD1"
3.5077829457672e-21,0.244261015829294,0.11,0.103,6.59533349463148e-17,"ACTN1"
4.82414243097942e-21,0.523203115468112,0.156,0.123,9.0703525987275e-17,"ELP5"
5.03832356616682e-21,0.226403929730345,0.524,0.502,9.47305596910686e-17,"G3BP1"
6.77060403330261e-21,-0.117266074312046,0.999,0.998,1.27300897034156e-16,"RPS28"
6.945330578264e-21,-0.130769430119398,0.991,0.993,1.3058610553252e-16,"RPL38"
1.44423156983158e-20,0.408541986067619,0.171,0.162,2.71544419759733e-16,"PRKAG2"
1.69125923531661e-20,-0.0919914246837275,0.817,0.86,3.1799056142423e-16,"LITAF"
1.90649960074602e-20,0.64127171046744,0.092,0.101,3.58460054932267e-16,"PLAUR"
2.00311051439045e-20,0.225202319284404,0.432,0.406,3.76624838915692e-16,"CCT5"
2.25433861572174e-20,0.580845037004796,0.158,0.123,4.23860746528002e-16,"ENSG00000291149"
2.55710203013884e-20,-0.139163835813365,0.626,0.69,4.80786323706705e-16,"CD6"
3.13783772888149e-20,0.159468113401068,0.521,0.554,5.89976249784297e-16,"PSAP"
3.71360645707747e-20,-0.13760007832764,0.594,0.657,6.98232286059705e-16,"HCST"
4.023319860109e-20,-0.196735920747358,0.75,0.82,7.56464600097694e-16,"AHNAK"
4.52868758347137e-20,0.260983101305399,0.37,0.356,8.51483839444288e-16,"BACH1"
4.88676645180808e-20,0.397640798483647,0.186,0.16,9.18809828268955e-16,"KDM4B"
4.96182631028739e-20,0.191260493625103,0.446,0.438,9.32922582860235e-16,"C1QBP"
5.37557862003242e-20,-0.0641414055703946,0.734,0.779,1.0107162921385e-15,"RUNX3"
7.06155964404815e-20,-0.460505508765483,0.274,0.354,1.32771444427393e-15,"ENSG00000234961"
7.5035895440877e-20,-0.046970250686178,0.461,0.479,1.41082490607937e-15,"KLRD1"
8.66368241418996e-20,-0.190012428125114,0.567,0.63,1.628945567516e-15,"GADD45B"
9.1708739222544e-20,-0.265035129689337,0.12,0.147,1.72430771486227e-15,"ENSG00000290537"
9.6255813035209e-20,0.14806617263464,0.432,0.451,1.809801796688e-15,"CMSS1"
1.00010056253658e-19,-0.0378237406881881,0.938,0.953,1.88038907768127e-15,"LDHA"
1.18753190166346e-19,0.228599597771343,0.551,0.562,2.23279748150765e-15,"CSTB"
1.192032718341e-19,-0.0585628453944989,0.615,0.685,2.24125991702474e-15,"ANXA2"
1.45006629479692e-19,-0.156895327786104,0.459,0.516,2.72641464747717e-15,"THEMIS"
1.48285967631769e-19,0.105960527217459,0.432,0.458,2.78807276341253e-15,"HMGA1"
1.91135256358294e-19,-0.193698580259515,0.238,0.281,3.59372509004864e-15,"IER5L"
2.05101781303818e-19,0.256468271887307,0.743,0.706,3.85632369207438e-15,"CD81"
2.27373880607195e-19,0.322126321229727,0.341,0.301,4.27508370317649e-15,"ADAM10"
2.28675780627895e-19,0.281243839016681,0.192,0.197,4.29956202736568e-15,"ATP13A3"
2.29580617619152e-19,0.265839071819872,0.193,0.187,4.3165747724753e-15,"SLC16A3"
2.84208323204519e-19,0.263767154041107,0.342,0.337,5.34368489289136e-15,"BNIP3L"
3.88231454257626e-19,-0.0896961700115977,0.76,0.804,7.29952780295188e-15,"CD3D"
3.88263511134357e-19,-0.10839252466957,0.998,0.999,7.30013053634818e-15,"RPL14"
4.02495060059372e-19,-0.248674206322757,0.695,0.752,7.56771211923631e-15,"ZFP36L1"
5.45933156901109e-19,0.163656714228067,0.546,0.553,1.02646352160546e-14,"SMAP2"
6.92093583648792e-19,0.295892535069108,0.211,0.24,1.30127435597646e-14,"LGALS3"
7.83428611903301e-19,-0.231120829784936,0.334,0.394,1.47300247610059e-14,"ENSG00000291073"
7.90550712337245e-19,-0.154378198559346,0.818,0.855,1.48639344933649e-14,"AKAP13"
1.12362305562162e-18,0.221792016046711,0.167,0.151,2.11263606917977e-14,"SLC12A6"
1.27017979171571e-18,0.221481997896313,0.165,0.166,2.38819204438388e-14,"RNF130"
1.40314864545296e-18,-0.0716894820989749,0.549,0.589,2.63820008318066e-14,"APMAP"
1.80643149510689e-18,-0.00507233306430344,1,1,3.39645249709997e-14,"B2M"
2.11697116117284e-18,0.313429936123867,0.717,0.684,3.98032917723718e-14,"PIK3R1"
2.52563630624058e-18,-0.248588095758409,0.576,0.604,4.74870138299354e-14,"CD69"
2.54681505230995e-18,-0.318805224831848,0.136,0.163,4.78852166135317e-14,"ENSG00000290922"
2.68070888800152e-18,0.219822626584962,0.52,0.503,5.04026885122046e-14,"CCT3"
3.1920704971476e-18,0.212057999932188,0.365,0.358,6.00173094873692e-14,"PDCD6IP"
3.60373167385934e-18,0.0982042313939813,0.526,0.523,6.77573629319033e-14,"CAMK4"
3.80570042668812e-18,0.062623988912593,0.626,0.638,7.155477942259e-14,"APOBEC3G"
3.83351406041514e-18,0.311940087289012,0.267,0.258,7.20777313639254e-14,"CEBPB"
4.04255975448923e-18,0.180585289283944,0.663,0.653,7.60082085039065e-14,"NDUFB11"
4.12440958605869e-18,0.0949079369298582,0.793,0.849,7.75471490370754e-14,"S100A6"
4.49223565766567e-18,0.0904779895028789,0.835,0.848,8.44630148354299e-14,"SLC25A6"
4.57416204861819e-18,-0.109061459144799,0.944,0.961,8.60033948381192e-14,"ATP5F1E"
4.66547081806902e-18,-0.145664530424776,0.23,0.262,8.77201823213337e-14,"EOMES"
4.82189826639452e-18,0.155629650789658,0.828,0.831,9.06613312047497e-14,"RAN"
6.86104161995357e-18,0.157541088690588,0.755,0.76,1.29001304538367e-13,"ALDOA"
7.09954739213679e-18,-0.242267138167547,0.279,0.352,1.33485690066956e-13,"NUTM2A-AS1"
7.88700200230219e-18,-0.437455909634257,0.267,0.358,1.48291411647286e-13,"AHR"
9.2392209438001e-18,-0.236707077216582,0.483,0.551,1.73715832185329e-13,"ITGB1"
9.4589980329646e-18,-0.00420115743537469,0.149,0.173,1.77848081015800e-13,"IFNG"
9.69109443673148e-18,-0.13142263570161,0.762,0.813,1.82211957599425e-13,"CD37"
1.00571516657747e-17,-0.139995592355149,0.73,0.799,1.89094565619897e-13,"LEPROTL1"
1.1390881453292e-17,0.263237016983581,0.16,0.155,2.14171353084795e-13,"NPC2"
1.20526496291549e-17,0.382781411131503,0.195,0.166,2.26613918327371e-13,"FBRSL1"
1.2270938545102e-17,0.228456881886305,0.39,0.376,2.30718186525007e-13,"RIOK3"
1.33873771964377e-17,-0.0935732792406458,0.825,0.866,2.51709466047422e-13,"NDUFS5"
1.38496857346133e-17,0.171763962210827,0.961,0.956,2.604017911822e-13,"OAZ1"
1.59458230522399e-17,0.153306002638692,0.26,0.255,2.99813365028214e-13,"AFF1"
1.67797539837275e-17,-0.296484178483091,0.23,0.289,3.15492934402045e-13,"RORA-AS1"
2.2248341448598e-17,0.210696325736976,0.368,0.359,4.1831331591654e-13,"MAP2K1"
2.38512554529479e-17,0.282384626040295,0.214,0.2,4.48451305026327e-13,"IL6ST"
2.73013763741386e-17,0.281777114333717,0.194,0.186,5.13320478586554e-13,"ZFYVE16"
2.78912459702755e-17,0.29780594673585,0.262,0.24,5.24411206733119e-13,"SRSF6"
3.23617617578189e-17,-0.357364016335238,0.116,0.162,6.0846584457051e-13,"ACSL1"
3.42753090673118e-17,0.0271909924289244,0.596,0.645,6.44444361083597e-13,"CLIC1"
3.78086890579898e-17,0.172832027108503,0.202,0.223,7.10878971668323e-13,"LIMS1"
5.034740438537e-17,-0.263314405696592,0.136,0.164,9.46631897253727e-13,"TNFSF9"
6.00435058605812e-17,0.0812511398681295,0.427,0.447,1.12893799719065e-12,"RGS10"
6.00767993574349e-17,0.11867584065481,0.14,0.162,1.12956398151849e-12,"PDE4DIP"
7.76785314019756e-17,0.41799875756897,0.189,0.159,1.46051174741994e-12,"ITM2C"
8.18590550805814e-17,0.267830273704382,0.691,0.675,1.53911395362509e-12,"DYNLL1"
8.30585869455131e-17,-0.299821608463308,0.081,0.106,1.56166755174954e-12,"ENSG00000270240"
9.83353235393224e-17,-0.0722255882195384,0.993,0.994,1.84890075318634e-12,"RBFOX2"
9.86640829344644e-17,0.130409310923738,0.828,0.832,1.8550820873338e-12,"MIF"
1.06426587525393e-16,0.184465682932834,0.48,0.473,2.00103269865244e-12,"DDT"
1.47861025587616e-16,-0.228275506069248,0.198,0.233,2.78008300309835e-12,"LINC01871"
1.62588112066228e-16,-0.409745177201214,0.108,0.154,3.05698168306922e-12,"GOLGA8A"
1.63403585322413e-16,-0.238165985380692,0.172,0.212,3.07231421123202e-12,"TNFSF14"
1.74142328306282e-16,0.363704550431379,0.15,0.133,3.27422405681472e-12,"CARD19"
1.89790255190908e-16,-0.245039592744781,0.198,0.244,3.56843637809945e-12,"PVRIG"
1.90825190259544e-16,0.196225963908725,0.278,0.275,3.58789522725994e-12,"PELI1"
2.65644190969548e-16,-0.236041266345689,0.234,0.266,4.99464207860945e-12,"PLEK"
2.74490741015182e-16,-0.285508215831129,0.207,0.261,5.16097491256745e-12,"ENSG00000274265"
3.54814799147519e-16,0.216197512363104,0.134,0.127,6.67122785357166e-12,"DENND5A"
5.71078908500223e-16,-0.0785291366134506,0.781,0.82,1.07374256376212e-11,"YWHAQ"
7.87091652934523e-16,0.164512169198215,0.578,0.565,1.47988972584749e-11,"GIMAP7"
8.76108336828427e-16,-0.120736534269524,0.504,0.572,1.64725889490481e-11,"PTGER4"
8.88906894373819e-16,0.163214793185649,0.477,0.484,1.67132274280165e-11,"C4orf3"
9.72672941105072e-16,0.132536681938459,0.989,0.992,1.82881966386576e-11,"SRGN"
1.0515735456679e-15,0.419811118942745,0.173,0.147,1.97716858056478e-11,"HDAC4"
1.20289121651643e-15,-0.067123907599739,0.43,0.471,2.26167606529419e-11,"CXCR3"
1.30258697084924e-15,0.265878799994934,0.405,0.374,2.44912402259074e-11,"DDX3Y"
1.45173281110987e-15,0.342696954423478,0.217,0.186,2.72954803144877e-11,"CSNK2A2"
1.59741645051794e-15,0.193151519956766,0.218,0.221,3.00346241026384e-11,"NUMB"
1.94515663938949e-15,-0.00343361373414597,0.334,0.338,3.65728351338013e-11,"CCL4"
2.04564755720312e-15,0.226664479750687,0.719,0.741,3.84622653705331e-11,"SAT1"
2.11332705409947e-15,-0.235186742598359,0.489,0.553,3.97347752711782e-11,"CYLD"
2.1332923641338e-15,-0.361328633132669,0.133,0.18,4.01101630304438e-11,"FKBP11"
2.20802279885362e-15,-0.387306888200245,0.107,0.142,4.15152446640457e-11,"CAMK2N1"
2.67398684347329e-15,0.114312154589837,0.448,0.473,5.02763006309847e-11,"LGALS1"
2.79564457788935e-15,0.406039098851144,0.199,0.169,5.25637093534756e-11,"GALNT2"
2.86937149588222e-15,0.197783907908631,0.206,0.205,5.39499228655775e-11,"ATP6V1B2"
3.40387932479603e-15,-0.137335390345462,0.441,0.479,6.3999739064815e-11,"NR4A2"
3.4706945274411e-15,-0.252804106904768,0.429,0.516,6.52559985049476e-11,"AKT3"
4.37451848208925e-15,0.159530649448524,0.421,0.429,8.22496965002422e-11,"ATP6V0B"
4.53522959850581e-15,-0.0854487770953969,0.588,0.634,8.52713869111062e-11,"BCL11B"
5.51633817098269e-15,-0.21673491577298,0.484,0.567,1.03718190290817e-10,"ESYT2"
