"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ZRSR2",0.028671922643123,-1.4145560639327,0.061,0.185,1
"SLC39A10",0.0243106325834161,-1.41312009184755,0.091,0.235,1
"ENSG00000289723",0.00615699070158492,1.41115691194585,0.182,0.037,1
"PBDC1",0.00898593870890472,-1.40761068968014,0.136,0.321,1
"NQO2",0.0642549062126901,1.40739503126106,0.136,0.049,1
"FAM222B",0.0188103832625589,-1.4014923034135,0.061,0.198,1
"HSPA1A",0.585337657516697,1.40021368000075,0.242,0.222,1
"MLLT1",0.103457650293419,1.39807995790367,0.106,0.037,1
"MORN3",0.105362326556527,1.39735774488859,0.106,0.037,1
"RRAS2",0.0432688813269713,1.39722582554048,0.182,0.074,1
"LRRC58",0.0437496346070035,-1.39601298446564,0.045,0.148,1
"XCL1",0.818832583211901,1.39564654614155,0.136,0.16,1
"PMVK",0.112576757847705,1.38550224567664,0.136,0.062,1
"IKBIP",0.0431219770111668,1.38495365786399,0.197,0.086,1
"HPS4",0.27250155784267,1.38424369570807,0.121,0.074,1
"RBM12B",0.0979074540532063,1.38295460780189,0.106,0.037,1
"TYW5",0.158961838741209,1.38126077064327,0.136,0.074,1
"EDEM2",0.177399573247572,1.37756156978008,0.106,0.049,1
"CNOT1",0.000491784416927519,1.3767315163905,0.485,0.222,1
"PPP2R2B",0.0378340344955251,-1.37405937848837,0.121,0.259,1
"MRPL16",0.0107133263744257,-1.37362969374794,0.091,0.259,1
"TMEM65",0.0529985468954811,-1.36862928382035,0.045,0.148,1
"IL12RB1",0.0857928944567109,-1.36413493680569,0.061,0.148,1
"ZNF529",0.101580445537226,1.36288558649786,0.106,0.037,1
"CRTAM",0.0216812509350502,1.36215580564952,0.409,0.247,1
"EDC4",0.0160366243079776,1.35844925839441,0.212,0.074,1
"ANKZF1",0.108738553074323,-1.35843191203896,0.076,0.16,1
"DCAF5",0.00687228950704571,1.35692792087171,0.318,0.148,1
"FEN1",0.0701612219812752,1.35636826486928,0.136,0.049,1
"LZTR1",0.161505665655058,1.35616222926052,0.106,0.049,1
"NDUFB1",0.00131686621594614,-1.35381304257224,0.091,0.321,1
"PARP10",0.18714304560012,-1.35300720458118,0.061,0.123,1
"BNIP3",0.10331496523831,-1.35269070822599,0.045,0.123,1
"NSL1",0.00842989125542011,-1.35206182299667,0.091,0.272,1
"ERO1A",0.0884533139728818,-1.35123600187045,0.061,0.148,1
"WDR44",0.01546276434027,-1.35104056407046,0.091,0.247,1
"COPS7B",0.0717299638919829,-1.35091108373655,0.045,0.136,1
"DCAF13",0.031118857959349,-1.35075515446447,0.076,0.21,1
"SLC41A3",0.139140226183871,-1.34976119239708,0.061,0.136,1
"H2BC4",0.101781972576998,1.34638487521787,0.121,0.049,1
"CPNE3",0.0706452122210846,1.34475660540735,0.212,0.111,1
"HTATIP2",0.0347723092146712,-1.34423980364056,0.106,0.235,1
"ENSG00000291188",0.0137386669093839,1.33979463019984,0.227,0.074,1
"OSTM1",0.00738405500692603,1.33758237487584,0.273,0.099,1
"ENSG00000291100",0.0298607113605552,1.33715585805668,0.273,0.136,1
"CSNK1G3",0.0495770512643285,-1.33527213397153,0.106,0.222,1
"ANKRD36",0.0161539247235155,-1.33467853300555,0.121,0.284,1
"ZNF787",0.070939661088344,-1.33146188810188,0.061,0.16,1
"COASY",0.183856123279647,1.32681380640697,0.152,0.086,1
"MGAT4B",0.00639910300667382,1.32659059241413,0.242,0.074,1
"RIGI",0.234376512334624,1.31899814678265,0.182,0.123,1
"MRRF",0.0587552501154144,-1.31865101751763,0.061,0.16,1
"ANKUB1",0.104999821375972,-1.31515922963854,0.045,0.123,1
"TBP",0.0415924916660158,1.30769171622008,0.258,0.136,1
"TNFAIP8",0.00162209046528621,-1.30731741203233,0.182,0.444,1
"AGK",0.0857928944567109,-1.30679866298934,0.061,0.148,1
"NDUFA12",0.00056731037865356,-1.30660635250278,0.258,0.531,1
"NCOA6",0.0272435340346895,-1.30513607101893,0.061,0.185,1
"ASMTL",0.0087154633309843,-1.30477943550218,0.136,0.321,1
"CD59",0.0592624216607239,-1.30415550335701,0.106,0.222,1
"PTTG1IP",0.0677776855187158,-1.30141543670219,0.076,0.185,1
"SLC37A3",0.125795325378301,-1.30094783768972,0.061,0.136,1
"FBXO28",0.0330479948126861,-1.30043823796714,0.106,0.235,1
"TRIM27",0.0884541989397167,-1.29630738832645,0.076,0.173,1
"ARL4A",0.111787559196358,1.29451295882198,0.167,0.086,1
"H2AX",0.488048842167147,1.29355410016396,0.167,0.136,1
"ZBTB32",0.0754222998603278,-1.29240433229036,0.045,0.136,1
"ZNF384",0.0256253700249127,1.29237021626527,0.258,0.123,1
"VPS41",0.0322577183452509,-1.28902101119515,0.061,0.185,1
"FBXW4",0.0919366880961711,1.28640741781463,0.212,0.123,1
"RRP12",0.0783724512524782,-1.28501726504839,0.091,0.198,1
"TRMU",0.0319694810811015,1.28395479376914,0.136,0.037,1
"SURF1",0.114846618058626,-1.28350945709193,0.106,0.198,1
"SUN1",0.110652778007087,1.28315952963946,0.121,0.049,1
"LCLAT1",0.0909806816355889,-1.28215143740861,0.076,0.173,1
"HAUS1",0.280407623040605,-1.28151565072584,0.061,0.111,1
"MBD6",0.169312778784838,1.28019447860876,0.106,0.049,1
"CNOT11",0.0285192487872463,-1.27963654007927,0.076,0.21,1
"MAD1L1",0.069265231232864,-1.27937042842254,0.091,0.198,1
"ZNF286A",0.169312778784838,1.27855432644438,0.106,0.049,1
"LONP2",0.0399535992459551,-1.27702300894723,0.121,0.259,1
"AARSD1",0.116889824100313,-1.27700978246276,0.061,0.136,1
"DCUN1D1",0.026552662123689,1.27545943297001,0.197,0.074,1
"TRAPPC11",0.0418287067024556,-1.27457412976299,0.076,0.198,1
"RIF1",0.0451269793410557,-1.27425071193774,0.121,0.247,1
"MBNL1-AS1",0.284463807566393,1.27424219229709,0.106,0.062,1
"KATNB1",0.110586634576166,1.27371641293499,0.152,0.074,1
"BROX",0.0234241647963475,1.27222779859907,0.258,0.123,1
"RABGGTB",0.00838084343179839,-1.26975285092055,0.121,0.309,1
"ZNF408",0.1719770733112,1.26750737844496,0.106,0.049,1
"AKR7A2",0.0884533139728818,-1.2661874507713,0.061,0.148,1
"MTAP",0.152364791299628,-1.2645855001415,0.045,0.111,1
"PLSCR1",0.271975493066365,1.26447934386867,0.136,0.086,1
"ALG1",0.0326313439811105,1.2631004311812,0.136,0.037,1
"ERLIN1",0.152364791299628,-1.26189721829787,0.045,0.111,1
"DYNLT2B",0.152364791299628,-1.26110961358845,0.045,0.111,1
"YIF1A",0.110652778007087,1.26085583210882,0.121,0.049,1
"TMEM140",0.0713943872243254,1.26070649351832,0.136,0.049,1
"ZNF230",0.180158111502569,1.26012938430605,0.106,0.049,1
"TET3",0.143184156071352,-1.25916422648181,0.045,0.111,1
"RCC2",0.113842591862071,1.25873718874196,0.152,0.074,1
"MEMO1",0.161986744195301,-1.25781822233362,0.045,0.111,1
"PIGC",0.0320783794615183,1.25631132516643,0.227,0.099,1
"PSME3",0.0362452267668685,-1.2559693745674,0.136,0.272,1
"PCNA",0.169312778784838,1.25523095357092,0.106,0.049,1
"ZMIZ1",0.105841106332278,1.25358678723443,0.152,0.074,1
"SGTA",0.0607234875906808,1.25340027399071,0.212,0.111,1
"MRPS28",0.0911798369254103,-1.25300774404478,0.061,0.148,1
"TIA1",0.00458928495867558,-1.25085210515298,0.091,0.296,1
"LZTFL1",0.157119943860133,-1.2493589933845,0.045,0.111,1
"TFB2M",0.157119943860133,-1.24842706789762,0.045,0.111,1
"RCAN1",0.188624819419263,1.24801940780533,0.106,0.049,1
"HSPA2-AS1",0.0326940956543776,-1.24769775701336,0.045,0.16,1
"KLRC4",0.000646153433030712,-1.24724373779553,0.152,0.42,1
"MAN1A1",0.0224913878423834,-1.24698130565392,0.106,0.259,1
"ENSG00000291207",0.104999821375972,-1.24637574748661,0.045,0.123,1
"ZNF160",0.0783407301872129,1.2451484661877,0.182,0.086,1
"WBP1L",0.143146614257982,-1.24423725902499,0.061,0.136,1
"ZSCAN22",0.148869205805457,-1.2437259535333,0.045,0.111,1
"DUSP4",0.37472957391804,-1.24192239237669,0.288,0.321,1
"ABCD3",0.18577057641873,1.24183419038895,0.106,0.049,1
"LINC00861",0.00842605054839186,1.24075942018134,0.364,0.185,1
"CD70",0.1719770733112,1.2390393412306,0.106,0.049,1
"TOR2A",0.101636264334921,1.23893348434327,0.182,0.099,1
"RNF6",0.0752174216063529,-1.2370701872146,0.106,0.222,1
"IDE",0.190626486397093,1.23679146894576,0.121,0.062,1
"LONRF1",0.109255085520342,1.23468481868231,0.106,0.037,1
"FCF1",0.0683648678402356,-1.22762088023032,0.03,0.111,1
"NUMB",0.0482623685766375,1.22394172800194,0.258,0.136,1
"MPPE1",0.139140226183871,-1.2224273542307,0.061,0.136,1
"QTRT1",0.189454084371919,1.22076901453127,0.136,0.074,1
"SLC20A1",0.00579808760669816,1.22068014904169,0.348,0.173,1
"ITFG2",0.0673642097617863,-1.22033073456475,0.091,0.198,1
"TRIM59",0.0350484381015992,-1.21915004831597,0.061,0.185,1
"CTU1",0.0636026597422265,-1.21876668150948,0.061,0.16,1
"CDKN2A",0.135220737276243,-1.21801991367692,0.061,0.136,1
"ENSG00000290537",0.0264858105565225,1.21649459218186,0.364,0.247,1
"DELE1",0.29190957896196,1.21552039604888,0.106,0.062,1
"ECE1",0.0698920824966956,1.21539046745891,0.152,0.062,1
"PABIR1",0.177252357689518,1.21474680960507,0.136,0.074,1
"EOLA2",0.00947766238918467,-1.21473504251215,0.076,0.247,1
"HECA",0.0156489014186829,1.21454094049493,0.318,0.16,1
"ZNF10",0.102768179456763,-1.21441757944027,0.061,0.148,1
"WDPCP",0.0639366560681355,-1.21387945519148,0.076,0.185,1
"BCL2L1",0.174883864943427,1.21189989922575,0.136,0.074,1
"MAP1S",0.0458447442273906,-1.21084783838219,0.076,0.198,1
"USP18",0.127123877944259,1.20973556767777,0.136,0.062,1
"KIAA2013",0.0235179255552523,-1.20871295098218,0.106,0.259,1
"ADH5",0.0116751428468353,1.20835061410657,0.303,0.148,1
"PMS1",0.194504352599913,1.20816842499667,0.136,0.074,1
"IFT80",0.113842591862071,1.207764350369,0.152,0.074,1
"CNOT10",0.0456419828993947,-1.20527388908232,0.091,0.21,1
"PARG",0.0521139936003941,1.20468103976284,0.212,0.099,1
"AHDC1",0.165645812999368,1.20081922988275,0.136,0.074,1
"HSD17B7",0.116260046491348,1.19683849924719,0.121,0.049,1
"TRAPPC2",0.0829762137867635,1.19605517742151,0.182,0.086,1
"MED19",0.25647666181656,-1.1950979808899,0.061,0.111,1
"MRPL33",0.0210039981641482,-1.19357090689698,0.182,0.346,1
"SLF2",0.29190957896196,1.19266733385979,0.106,0.062,1
