"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","direction"
4.08068238470118e-35,1.49928340535605,0.357,0.172,7.67249901971517e-31,"Antigen-presenting monocyte","RETN","up"
2.31170981610552e-11,1.33991564869211,0.105,0.039,4.3464767962416e-07,"Antigen-presenting monocyte","CLEC10A","up"
3.69364076637618e-21,1.33658079917904,0.156,0.054,6.9447833689405e-17,"Antigen-presenting monocyte","GGTA1","up"
5.336050011604e-53,1.3276318377446,0.632,0.383,1.00328412318178e-48,"Antigen-presenting monocyte","HLA-DQA1","up"
2.10705561857114e-17,1.3189175627202,0.135,0.048,3.96168597403746e-13,"Antigen-presenting monocyte","GSTM1","up"
7.83887051572656e-25,1.22201789612162,0.231,0.092,1.47386443436691e-20,"Antigen-presenting monocyte","TRNP1","up"
2.89506239643598e-20,1.1698308533437,0.28,0.138,5.44329631777894e-16,"Antigen-presenting monocyte","EPAS1","up"
8.25551276659702e-12,1.13949212540166,0.112,0.045,1.55220151037557e-07,"Antigen-presenting monocyte","ARL17A","up"
1.74429850520598e-19,1.12553169640548,0.287,0.148,3.27963004948828e-15,"Antigen-presenting monocyte","LINC01128","up"
4.990964705769e-11,1.12131441445995,0.116,0.048,9.38401183978688e-07,"Antigen-presenting monocyte","FOLR2","up"
5.11247633830471e-16,1.08136467603149,0.121,0.045,9.61247801128052e-12,"Antigen-presenting monocyte","LINC01270","up"
2.16807499227891e-20,1.04495604947447,0.314,0.162,4.0764146004828e-16,"Antigen-presenting monocyte","COL23A1","up"
2.13422829169985e-23,1.02288776118584,0.397,0.223,4.01277603405406e-19,"Antigen-presenting monocyte","PMP22","up"
1.88026426523863e-18,1.02072508923061,0.406,0.252,3.53527287150168e-14,"Antigen-presenting monocyte","PAM","up"
8.89201086365805e-11,0.987858110843185,0.158,0.077,1.67187588258499e-06,"Antigen-presenting monocyte","DHRS3","up"
2.89757824365497e-17,0.986922438424976,0.384,0.242,5.44802661372007e-13,"Antigen-presenting monocyte","SDC2","up"
2.71059458243356e-18,0.985955291369063,0.337,0.192,5.09645993389157e-14,"Antigen-presenting monocyte","DUSP4","up"
5.03407550330651e-49,0.968017808898857,0.866,0.759,9.46506876131691e-45,"Antigen-presenting monocyte","HLA-DPB1","up"
7.64059425821836e-12,0.962607263663223,0.138,0.064,1.43658453243022e-07,"Antigen-presenting monocyte","C1orf54","up"
1.53256210070598e-13,0.960876675580631,0.16,0.072,2.88152326174738e-09,"Antigen-presenting monocyte","SH3PXD2B","up"
5.55432981941841e-12,0.9547188878597,0.146,0.068,1.04432509264705e-07,"Antigen-presenting monocyte","PLAAT3","up"
2.44812091410123e-09,0.954568044930397,0.124,0.059,4.60295694269313e-05,"Antigen-presenting monocyte","CYP2S1","up"
2.34524083233168e-15,0.951568565507012,0.244,0.125,4.40952181295002e-11,"Antigen-presenting monocyte","RGS1","up"
2.61283774356769e-16,0.945468806121712,0.304,0.169,4.91265752545596e-12,"Antigen-presenting monocyte","PHLDB1","up"
4.06954423790443e-09,0.918813982458007,0.136,0.067,7.65155707610792e-05,"Antigen-presenting monocyte","AXL","up"
8.11027524956297e-09,0.910862308614678,0.187,0.106,0.000152489395242283,"Antigen-presenting monocyte","ATP1B1","up"
5.40939781035074e-31,0.901007126229273,0.598,0.377,1.01707497630215e-26,"Antigen-presenting monocyte","ANKH","up"
6.91678976851231e-23,0.888515120038563,0.455,0.278,1.30049481227568e-18,"Antigen-presenting monocyte","HLA-DMB","up"
7.56304211311565e-12,0.874739332660995,0.284,0.172,1.422003178108e-07,"Antigen-presenting monocyte","BMP6","up"
1.42451671867239e-14,0.87274734960779,0.331,0.201,2.67837633444783e-10,"Antigen-presenting monocyte","DAB2","up"
9.78632018197615e-16,0.860071084060817,0.408,0.261,1.84002392061516e-11,"Antigen-presenting monocyte","PSD3","up"
1.46775222896235e-59,0.838587445206957,0.915,0.8,2.75966774089501e-55,"Antigen-presenting monocyte","HLA-DQB1","up"
8.11279292054011e-26,0.831717987959879,0.504,0.302,1.52536732491995e-21,"Antigen-presenting monocyte","THBD","up"
3.95522082391657e-14,0.830252139109341,0.163,0.078,7.43660619312793e-10,"Antigen-presenting monocyte","CLEC11A","up"
