"","0","1","2","3","4","5","6","7","8","9"
"ITGAE",0.00309861008183069,0.00735345840206279,0.0399398550475459,0.0412368865422178,0.00789451252974416,0.0271464885818761,0.0484936145560757,0.00280154213639315,0,0
"ENG",0.00136173820096405,0.00224619403709101,0.00289276323528006,3.08839685158002e-07,0.00795257602757042,0.000434744576144219,0.0886875517186667,0,0.00105059401745474,0
"LAMP1",0.0998274578564913,0.0332283382348467,0.181208910897797,0.219017788418702,0.0321231701702593,2.20839871217172,0.105538089678233,0.0497401200034214,0,2.2372287259189
"IFNGR1",0.0101606228669619,0.00447342676056046,0.00418359478617263,0.00177354770785245,0.00864378980949336,0.00381254465646774,0.0493082053805002,0.00118353296184007,0.00257111794936492,0.0251606460565622
"ITGAL",0.0464055088447004,0.610401178130978,0.723067358091432,0.204893983370794,0.0999871123512841,0.543469408910393,1.69488320077161,0.155156047912222,0.23362292492786,3.82921222770752
"ITGAM",0.000833617762725714,0.0008715795359288,0.00379594340410611,0.00039383376327102,0,0,0.00147391519505529,0,0.00145512311888073,1.21911846967311
"ITGAX",0.0902810472325538,0.151308640483688,1.26789696395162,0.781209298557614,0.0958928627934782,11.4167978386055,0.536607761832196,0.197710667433286,0.0542278906940501,6.46158606982071
"IL2RB",0.00288450097672032,0.00457886793439656,0,0.00127151992783041,0.00153343802560953,0.0109727099839778,0.0640372650619656,0,0,0.00319395656686688
"IL3RA",0.0453801588141288,0.0405629635381265,0.0239635037823234,0.0025093355438975,0.0250814467792956,0.00153545357320166,0.0419375117515025,0.0164277838604844,0.494933270185019,0.532606868137959
"IL4R",0.000245852390833119,0,0.00800927759818193,0.0163847387540647,4.75504630827327e-05,0.00180158724861418,0.00313106934132559,0.0460938117052658,0,0
"IL7R",0,0.000264712349468552,0.00163085754447217,0.00104656831686181,0.000635486506563875,0,0.0919701531289001,0.000814306879940706,0,0
"ANPEP",0.0141636412302479,0.0163324536721078,0.023188238424209,0.00680516341411926,0.0118239273077793,0.0383310791677835,0.0655873594884437,0.0255281442866078,0.0064515856413402,2.35872470460716
"TNFRSF4",0,0.000309920548460952,0,0,0,0,0.0117217195257627,0,0,0
"TNFRSF9",0.00346261419414138,0.000274285309481573,0.00312668613785399,0.00103936271254899,0,0.00170711075998828,0.00737617062348017,0,0,0
"THBD",0.000120401476768971,0.000743056259800072,0.00225925653134327,0.00332822523920785,0.000447116904394777,0.011941483989405,0.000258623418437211,7.26888009644171e-05,0,0.106535414622851
"CD14",0.00381764255429316,0.000116411334437924,0.000615514182431949,0,0.00188979907153194,0.00587694374177667,0.0105097639659003,0,0,0.046636849829646
"CTLA4",0.00357041001124687,0,0,0,3.88328567757825e-06,0,0.00434022924153339,0,0,0
"CD40LG",0.00160942482655256,0.00313823169494087,0.0215038478786294,0,0.0240782099520146,0.00958458554670739,0.0128689783936562,0.000458279638343139,0.0358886200868085,0.03888943985872
"PVR",0.000683199700752438,0.00405668508261984,0.000588016836047711,0.00261000470063007,0.00174341360827988,0,0,0.00145835400257155,0.00229147840630932,0.157820913367254
"KIR2DL1",0.00660396465229128,0.00556079473263542,0.00963203446719356,0.00903800628582747,0.0229667199222189,0.00611128616229969,0.0223656693572579,0.000412980438906257,0.00875290754156895,0
"KIR2DL3",0.0044620961280687,0.000190615982242058,0.0039220519180842,0.000248944279368768,0.00278135987635854,0.00162554741273951,0.0382373858864593,0.00140868260828044,5.11924063532382e-05,0.00194590658844238
"KIR3DL1",0.0392866440097648,0.0109842363860228,0.0704332199164382,0.0156152990448359,0.0235697584535868,0.0613778600597678,0.305974761830164,0.0322366495124792,0.0493913421965307,0.0591105145590342
"FCGR3A",0.00226984095354536,0.0112446609211505,0.0106622253853371,0.00733406422901817,0.0233296775716999,2.38631727865769e-05,0.256145153043812,0,0,0.161316158832708
"KLRB1",0.00250220598597966,0,0.0100069803698422,0.00661179499322943,0,0.00247344546741525,0.0663188922754339,0,0.00395902041384429,0
"CD163",0,0.000208005929589452,0.00010914076533757,0,0.00214166542995949,0.00203115636716467,0.0439624835786104,0,0,0
"SIGLEC1",0.000309857451744201,0.000718785708718623,0.0015981878009785,0.00154397238289175,0.00545073345322735,0.00314542461757865,0.0456704125756505,0.00492511688421461,0.00171471008150977,0
"ITGB2",0.0242515132228488,0.146709817883452,0.226362163458479,0.04583994827682,0.0257346128164106,0.267987951403703,0.844764229251379,0.0322132745019495,0.0478792652433134,3.10935121922719
"CXCR3",0.00234290742597741,0,0.0585777840838503,0.800227181974308,0.00319609650123541,0.297627557938993,0.146185217528405,0.0954560093094208,0,0.0150873199293943
"CXCR5",1.50627601771278,1.13467047815976,0.851250414409603,2.45439591101655,0.267063455580782,0.0904880287697005,0.593856137836046,0.917324046141042,4.04790455648895,0.703239381648501
"CD19",11.2055440287802,5.98659622810382,14.0503885533651,17.1746426558742,5.11720972980413,22.2218242764583,7.80298631254887,7.35675834287168,17.6045917048593,8.69756359558179
