"","g0","g1","g2","g3","g4","g5","g6","g7","g8","g9"
"FGR",0.340117163635235,0.688541835281072,0.65977114399038,0.99272368027863,0.6282931160208,2.65001107958845,0.557796533084855,0.520685052661217,0.472962966572024,1.23762027609509
"FCRL5",0.271350415899149,0.161634173028687,0.299277073408411,0.118243345770898,0.45128974685069,0.793913102119915,0.182906464399096,0.150472570083744,0.360811395018587,0.169249463671162
"SLAMF7",0.506077862575749,0.215625719399289,1.53642522349558,0.454671830305608,0.478910564398343,1.43388513025891,0.720710905699329,0.313841248452688,0.745767860554817,0.798606615015948
"RGS13",0.0123859555395124,0.0128428538571727,0.0552248216497398,0.0097263017962151,0.0245575178294117,0.154103972742354,0.0240526150344425,0.0135881750265649,0.0194699486313557,0.0118592590572126
"ZEB2",2.14919307678799,2.38600685203835,3.57214825331002,3.24171048349325,3.27837215429354,7.6587669614197,3.53145623270096,2.84633784168308,3.01522866969245,4.26099534752402
"CD80",0.049826444030936,0.0283295000188493,0.629650683442478,0.155545015859131,0.0779125527943712,0.363173334983239,0.120630643647814,0.0872984314588686,0.0191055628257875,0.221243197002125
"CD86",0.166628723582942,0.11044788955523,0.547937578449489,0.102273674530752,0.185368176799339,1.85239228776642,0.230311961830845,0.0811658542378597,0.0772258405049886,0.604464416103292
"MME",0.016520030803781,0,0.0062691626522642,0.0132752736128484,0.0246315846543448,0.00227184486752759,0.00520096529915952,0,0.0205303711648797,0
"BCL6",0.702517270088129,0.716995329120411,0.355500394063269,0.461715652110222,0.936834684934342,0.524332383644098,0.622670603294832,0.566892889196604,0.852254522647591,0.855875671583111
"CD38",0.131287965471323,0.209182403719744,0.0239759123990688,0.0502183993285825,0.385179824182112,0.00431296977781919,0.118398225165225,0.167796162212706,0.240724782097769,0.0786673624107154
"JCHAIN",0.455393249323126,0.799552456740202,1.0551262319125,0.357339534538308,0.554642849036194,0.0183669941657906,1.5726471445968,0.62203372541084,0.733785502969503,0.395803536561547
"EGR1",1.11996616225923,0.104098429945128,1.33137310947423,0.190109315931941,0.442909669511529,0.746324762316811,0.536355838168077,0.363493008547029,0.0896651479483953,1.40684274882293
"MZB1",0.189074194043058,0.0762851039930699,0.163252027400009,0.108053807423482,0.37290754374312,0.0638094815390869,0.110626221929034,0.100988066855864,0.133557130477403,0.141180167830471
"CD74",166.386014030003,211.400646852075,148.342529588984,202.917082190449,171.517348519899,234.727751907051,136.612810054473,186.321480567457,177.987077230116,147.524158411539
"EBF1",3.94835261173649,2.88498396221615,3.83218704881482,2.20787464244803,4.81218462072924,4.55288428276052,4.09623946107343,3.89012621556459,4.94220585448766,5.06539523121848
"IRF4",2.34223098042258,1.28863306088783,2.36851593741012,1.16065522317258,2.23395707615612,1.02537919196831,2.00479209568671,2.12517563012853,2.34626046549861,1.81094802663148
"CD83",30.1756875762987,20.5734326416087,17.0321279036068,15.7863857873738,20.4946593826091,8.95349149958824,19.0209121384324,23.2152863143352,24.1586512232852,19.3687927135636
"PRDM1",0.0123944669674029,0.00850584971069609,0.0372471862915904,0.0121519284906227,0.0235341547868455,0.0427859335237824,0.151639363358682,0.00533005002251946,0.0182936024192533,0.0331794640419744
"MYC",1.5019713901191,1.00546897619019,4.23132434947437,1.22995219413951,1.8606412310685,1.09550984502334,1.67384488466871,1.7908580040829,1.13922755583305,2.2737040345996
"CD72",0.454320370963643,0.249237263288932,0.459916729683385,0.325965208535525,0.649799876456408,1.50845559149282,0.286492169498648,0.483016867295754,0.658886388579129,0.498645122584015
"PAX5",0.777835056374225,0.550116644901508,0.47787865334489,0.400721584377662,1.28309037358828,0.54880068022211,0.685070783699162,0.611041022871738,0.894380944718061,0.826547677394412
"MS4A1",5.92483032295112,6.74056589012928,8.86266287728814,8.9704837009888,10.0010796959629,10.390605251715,5.75509669697906,7.03846947037167,7.83298185367488,5.84709414966825
"POU2AF1",0.761359186989623,0.800892257589406,1.52097697166247,1.17881169102855,0.908022118453883,0.468820294312294,0.720880067373999,0.872615728055067,0.703417357537347,1.05453909519961
"CD27",0.00825318919287945,0.0101202987978346,0.530353762360789,0.317628186174863,0.0460609141315257,0.0899647599436024,0.145196645115706,0.0476683476009707,0.0493802567502866,0.0977214172482442
"NR4A1",4.24278010971896,1.43445209250033,3.96384173224364,1.20179523182426,2.39110576470173,4.11101005376875,2.66524766497567,2.52706531961709,2.62102755843614,4.13282055807009
"IGHA1",0.262938147815741,0.279420442893552,1.79897002852627,0.70262272679615,0.489539618126639,1.1817862227346,0.989824905547693,0.608552079540454,0.307100507770029,0.622610323435819
"IGHG1",0.0260717069987963,0.0288555460876584,0.500116380799781,0.419828683562509,1.40557738267096,0.933714742598011,0.160662367818226,0.137051580430617,0.0105004878016151,0.226521270455377
"IGHD",1.16707756293187,2.01808375306195,0.438968534816994,1.40716578416146,2.02574027668982,0.984709363228469,0.951280620487688,1.24233598714503,1.40239400420818,1.43569562443986
"IGHM",2.59610255258555,4.40385041495405,1.66662791920218,2.58134812990492,4.48031631234968,1.27153674817335,2.31891811518182,3.27776745566724,2.76339098170153,3.77779280646846
"IL4R",0.965797552382123,1.00181847833676,0.494486987721656,0.536891155378706,1.20319275516726,0.478955461387533,0.994412166324854,0.886156718362233,0.914044259071883,1.20156820307124
"CD19",0.540651773896084,0.775021597239866,0.768598290261386,0.921185365941036,0.797662389511931,1.51828214148207,0.423942934363157,0.801266919169356,0.551729021893756,0.377633038635688
"ITGAX",0.00889868707996399,0.00540950952758178,0.408107225542634,0.170031606876842,0.113217257392844,2.36406976440527,0.220625520614156,0.0920932091822095,0.0149359754517041,0.481090017117275
"IRF8",1.97147248572174,1.91274079262855,1.54683196030706,1.14752198303459,2.04167448512564,1.80006202844777,1.31954566433889,1.78188607945409,1.73379842700215,2.72992860483593
"TNFRSF13B",0.140250956919835,0.16624594557402,2.52073676473398,0.841036077891471,0.293147857142291,1.32361963645007,0.582423308434306,0.467947869926482,0.307592241553592,0.741157555261617
"TOP2A",0.0539267212770663,0.0269726567007824,0.0257707759630278,0.0189854127150305,0.0470623704063899,0.020544512435354,0.0496490473158995,0.022039598103159,0.046641722106929,0.129455889541153
"TBX21",0.0467557834701144,0.0153539826852943,0.136815504397925,0.0567665298508312,0.0351264202249124,0.265435676560936,0.149627445313178,0.057962000146583,0.0176588649642506,0.0452227043006571
"CD79B",0.794244361181069,1.91680474761024,1.13604998239963,1.95772357026255,1.92374464650071,0.587868713004373,0.931475628267269,1.30829596978707,0.991197013294604,1.22217204152662
"FCER2",1.65811632331905,2.00873237392627,0.38098886839563,0.855562679382047,1.41815406029601,0.0572088831203885,0.820569805903558,1.393817755632,1.62934945797846,1.01961621417467
"MEF2B",0.0114928491300563,0.0179996648302128,0.02865986954554,0.0259965808034636,0.0441037922586264,0.0326492590990961,0.0199538492582249,0.0198884269439579,0.0223852627321727,0.0612960752316328
"CD79A",26.6373260234384,33.8283427683067,21.6212491920121,37.0007427692014,29.0969956767131,43.5967344871877,21.8902321193143,30.3780097338998,34.5686118609688,22.6030280947023
"SPIB",1.89951668352354,1.96764757070914,2.25310042127389,1.98686689942746,1.87562605295027,1.33607684139233,1.77384998278256,2.0776025212717,1.52113194915885,1.89265727293775
"DERL3",0.0768628398918321,0.0555616065071083,0.0755961489461634,0.108770356143856,0.124055408689348,0.0328135459622451,0.0800496581937854,0.0916139020053391,0.0372449808051896,0.257732898856357
"XBP1",0.706066704353291,0.878607475432843,0.7474993348282,0.81376210591862,0.736000514092781,0.942107515510046,0.869675531648266,0.636569770841303,0.962334932550236,0.771060658243026
"CD1C",0.0240198422348424,0.0283342202883537,0.0734615621528471,0.0645445893809728,0.0600085823350475,0.0337470069777312,0.0447879538290688,0.0716000428617438,0.0257347124146658,0.0506309754218864
"CR2",0.105673761465698,0.0731676156937482,0.0648725116588176,0.0420353211855489,0.10539151506533,0.0017936148387908,0.0405558181060134,0.0800234849503431,0.0661403624501448,0.0645842571806487
"CD24",0.363932429289679,0.225325545457545,0.295389969927065,0.160616592821388,0.371581697551415,0.0287291643966021,0.233950010794849,0.238865387719956,0.401795599233915,0.137710816150641
"MKI67",0,0.0012392688611144,0.00147712918399792,0,0,0,0.00449086199401458,0,0,0
"TCL1A",0.826372635918966,0.713297402676311,0.0769996598005118,0.293505074235721,1.43272489312677,0.0460964680388234,0.451239006192813,0.806573004374946,1.10439888780443,0.462187278759661
"FCRL4",0.0010930223203902,0,0.0375609246040121,0.0347040989172461,0.00770073562539786,0.0208528035474917,0.0121408926308019,0.00839741964089275,0,0
"AICDA",0,0,0,0.00933832361622479,0,0.0400007236691807,0.0029563302717577,0,0,0.0930297462613671
"TNFRSF17",0,0,0.00163997894013198,0,0.00461414802371426,0,0.0100591781450272,0,0,0
