"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SNX9",2.16204702086636e-21,-1.99287377043631,0.046,0.168,4.06508080863293e-17
"TRBV7-2",6.60089775324618e-21,3.34270916098085,0.208,0.032,1.24110079556535e-16
"GZMK",3.68756815557842e-18,-0.917819048864677,0.364,0.559,6.93336564611855e-14
"CCR7",3.44859799380931e-16,-1.06023159906762,0.346,0.527,6.48405394796027e-12
"NKG7",4.57847555129115e-16,0.324644329952723,0.996,0.99,8.60844973153761e-12
"CD28",2.15621875148677e-14,-1.3300240230871,0.092,0.214,4.05412249654542e-10
"GNLY",6.78774284848072e-14,0.652777857115886,0.501,0.311,1.27623141037135e-09
"BICDL1",6.03445703112988e-12,-0.537773093358402,0.495,0.665,1.13459861099304e-07
"CLDND1",8.54363783808918e-11,-0.596849002309408,0.562,0.691,1.60637478631753e-06
"CD27",2.86200444452455e-10,-1.09708001480251,0.12,0.232,5.38114075659507e-06
"BHLHE40",4.29407782554279e-09,0.599367993185319,0.548,0.427,8.07372512758555e-05
"SQSTM1",4.39417614731948e-09,-0.580490652387186,0.685,0.786,8.26192999219008e-05
"GZMH",1.08625466336755e-08,0.434444752082248,0.631,0.491,0.000204237601806367
"MT-CO1",1.3701414777158e-08,0.182378233094662,0.999,1,0.000257614000640125
"KLRD1",1.75682695821278e-08,0.361597677439662,0.634,0.481,0.000330318604683167
"EZR",3.41241140519689e-08,-0.27135397527692,0.98,0.992,0.000641601592405119
"ID2",3.65921586030193e-08,0.60129425818455,0.548,0.431,0.000688005766053969
"ABHD17A",3.87376130632295e-08,0.28353559276036,0.905,0.862,0.000728344600814842
"SLAMF1",3.90503586834701e-08,-1.06114712142058,0.066,0.142,0.000734224843966604
"LRIG1",4.43937179693735e-08,-0.798907322600309,0.128,0.23,0.00083469068526016
"TNFRSF9",6.79432591713243e-08,-0.737059844851872,0.21,0.325,0.00127746915893924
"RPLP1",7.9953567824313e-08,-0.127917865061305,1,1,0.00150328698223273
"SRGN",9.18763693905064e-08,-0.190939726471876,0.999,1,0.0017274594972803
"SARAF",1.27142927020174e-07,-0.181040814712639,0.991,0.994,0.0023905413138333
"TRGV9",2.0024551251419e-07,1.15434241395257,0.151,0.062,0.0037650161262918
"MALAT1",2.5593393392272e-07,0.135216795348827,1,1,0.00481206982561499
"GZMB",2.82999972459558e-07,0.673090654077259,0.504,0.391,0.00532096548218461
"LEPROTL1",2.95399119675936e-07,-0.290277506588453,0.831,0.894,0.00555409424814696
"ATP1B3",3.06961870853789e-07,-0.461565368799286,0.804,0.862,0.00577149709579293
"SUN2",3.18511770109798e-07,0.403987478051857,0.672,0.583,0.00598865830160442
"TBC1D4",3.39791080521533e-07,-0.962196605194383,0.058,0.124,0.00638875189596587
"ISG20",3.57861890365582e-07,-0.445859868910325,0.653,0.731,0.00672851926265366
"IFITM2",4.96634401385242e-07,0.404582569997115,0.793,0.719,0.00933772001484532
"GAPDH",5.94336578171348e-07,-0.195773610101568,0.997,1,0.0111747163427777
"DNPH1",7.88303006692604e-07,-0.702238092013184,0.104,0.19,0.0148216731318343
"LDLRAD4",8.58124400236878e-07,-1.00347244063835,0.152,0.242,0.0161344549732538
"TXNIP",1.40961302716461e-06,0.923912649760846,0.32,0.22,0.0265035441367489
"GPR183",1.44432354335926e-06,-0.54963408005091,0.491,0.587,0.0271561712622408
"ENSG00000289901",1.80629112803659e-06,0.389177374980711,0.507,0.397,0.0339618857893439
"ATXN1",2.09640463837631e-06,-0.325432348916975,0.654,0.741,0.0394166000107514
"LTB",2.24279795740402e-06,-1.04280923848715,0.07,0.136,0.0421690871951104
"FAM107B",2.64698940069587e-06,-0.397728454138989,0.665,0.76,0.0497686947118838
"MT-CO3",3.40489431775212e-06,0.172519314834355,1,0.996,0.0640188229623754
"ZEB2",3.62804079708259e-06,0.19909151799114,0.945,0.926,0.0682144230667469
"RPS26",3.82189382737368e-06,0.202536431087658,0.984,0.988,0.07185924774228
"PRF1",5.31525236614984e-06,0.315324836860931,0.604,0.493,0.0999373749883494
"CTSW",5.69169997340487e-06,0.236576375894651,0.865,0.82,0.107015342899958
"NOP58",5.96476205982104e-06,-0.353817886900093,0.491,0.611,0.112149456248755
"THEMIS",9.02430434261673e-06,0.270894141071308,0.672,0.551,0.16967497024988
"SH3BGRL3",1.09617600167857e-05,0.164947985901664,0.991,0.984,0.206103011835605
"KCNAB2",1.15520231740415e-05,0.640058166666581,0.353,0.263,0.217201139718328
"RGS1",1.31377876098576e-05,-0.701923871219883,0.267,0.363,0.247016682640543
"PMAIP1",1.61198901437951e-05,-0.504642648818841,0.212,0.309,0.303086174483636
"RASA3",1.65548793782506e-05,0.449937256430277,0.525,0.437,0.311264842069868
"PIM3",1.85196484481592e-05,-0.366787363407742,0.453,0.565,0.34820643012229
"IFNAR2",1.91250519814357e-05,-0.40990518870681,0.333,0.447,0.359589227354954
"ZNF80",1.99117865651092e-05,-0.586776777780893,0.071,0.132,0.374381410997183
"NMB",2.47426042712974e-05,-0.945247076071572,0.057,0.11,0.465210445508934
"SAMSN1",2.55374050695774e-05,-0.293978195512998,0.628,0.727,0.480154290118195
"S1PR5",2.83696570225305e-05,0.57085468492191,0.347,0.261,0.533406291337619
"CMSS1",3.18616825222119e-05,-0.594634107524911,0.39,0.493,0.599063354782628
"ISG15",3.24092623540336e-05,-0.844293545469925,0.287,0.371,0.60935895078054
"CTSC",3.50491332203486e-05,0.396437721420186,0.517,0.433,0.658993802808994
"GRAP2",3.55258049677332e-05,0.390636196102553,0.545,0.489,0.66795618500332
"SLC25A3",3.59043885505482e-05,-0.20855629331902,0.809,0.86,0.675074313527406
"PDCD1",3.69634246017748e-05,-0.374113995179009,0.128,0.208,0.69498630936257
"PABPC1",4.07210067512482e-05,-0.199324062886484,0.977,0.978,0.765636368936968
"CCL4L2",0.00673827446285573,1.36149321396177,0.199,0.15,1
"ENSG00000235979",0.000642146558059793,-1.3402316930493,0.196,0.255,1
"KLRC2",0.000214023211502077,-1.23320826604851,0.06,0.106,1
"TMEM156",6.35682929519026e-05,-1.13944974360016,0.056,0.106,1
"ENSG00000276241",0.00017531570615883,1.07451671122338,0.112,0.056,1
"XCL1",0.307626053451858,-1.0204049517691,0.103,0.116,1
"CEBPD",0.000560616005387594,-0.889342390319157,0.063,0.108,1
"SORL1",0.000872692787004525,0.859912745749922,0.154,0.1,1
"RABEP2",0.00150935927226337,0.831049930761417,0.132,0.082,1
"RNF44",0.0070130682659941,0.828127416348095,0.129,0.088,1
"ELMOD3",0.000427420941415938,-0.817222339109638,0.058,0.102,1
"ATG4A",0.000367499286503432,-0.794418777126336,0.069,0.118,1
"ADRB2",0.000912878704872357,0.787234980628106,0.141,0.086,1
"PTCD3",0.000423905463533872,0.768420229638569,0.181,0.12,1
"ENSG00000227227",0.000161853589191501,-0.744176607712258,0.074,0.128,1
"ZNF787",0.0260837314013258,0.729967941714525,0.101,0.07,1
"MGA",0.00452791401916474,0.72561644399532,0.152,0.104,1
"ZBTB32",0.000163681835261102,-0.720620447445107,0.066,0.118,1
"GADD45A",0.00111175391635473,-0.715304305561692,0.136,0.194,1
"PTPN12",0.0050479995131741,0.707410683122695,0.128,0.084,1
"SNHG17",0.00122900738309249,0.703626431035605,0.198,0.142,1
"FGFBP2",0.000294628380774705,0.701652069672546,0.41,0.335,1
"FXR2",0.0204914033559904,0.688228589850505,0.11,0.076,1
"MTSS1",0.001205312430946,0.679094979114253,0.134,0.08,1
"HEATR5A",0.00289529475959509,-0.670334672538847,0.063,0.102,1
"KLHL6",0.000150047112714199,-0.670142467155701,0.057,0.106,1
"COMT",0.0165723451872915,0.669901045049755,0.122,0.086,1
"PLCB1",0.0122574200236227,0.664176412222869,0.136,0.096,1
"LY9",0.00428942799039805,-0.6572593968053,0.088,0.13,1
"DYNLT3",0.000170306873027084,-0.656147876920998,0.147,0.216,1
"CPEB4",0.0162715872901668,0.65513908062249,0.107,0.072,1
"CXCR6",0.00288739583188981,-0.654098601567954,0.107,0.154,1
"ATP6V0E2",0.00341347076969131,-0.647488625538593,0.062,0.1,1
"B3GNT5",0.00177419632932912,-0.647357035047249,0.061,0.102,1
"ADGRG1",0.0125031440476523,0.644892957238938,0.119,0.08,1
"THOC3",0.00549195586006014,0.643973197256699,0.166,0.12,1
"TCHP",0.0319091487619584,0.637650984867355,0.105,0.074,1
"NFATC1",0.00044452727817916,-0.636531819495439,0.102,0.16,1
"PGM2",0.0187424711764064,0.635947768183469,0.108,0.074,1
"PHLDA1",0.000356623874654277,-0.634835650035189,0.098,0.156,1
"PDCL",0.0189435122937158,0.634303171222048,0.11,0.076,1
"ICOS",0.00468626768619038,-0.629399691003555,0.179,0.232,1
"HLA-DQA1",0.000216650715075763,-0.622405021939876,0.236,0.315,1
"COX19",0.040977112741046,0.619414983907075,0.159,0.13,1
"NBL1",7.46605428396691e-05,-0.61655283836053,0.158,0.234,1
"NUP88",0.0280421667042151,0.616530934594861,0.134,0.1,1
"PDGFD",0.000332123420691448,0.61449399126967,0.135,0.076,1
"LRRC40",0.0213587971145483,0.612321054462333,0.128,0.092,1
"TSPAN2",0.00313375674974518,-0.611931170603844,0.134,0.186,1
"TMEM65",0.0488384069022959,0.610721475063353,0.108,0.08,1
"PPM1L",0.0232295183913298,0.610466060734227,0.124,0.09,1
"HOXB2",0.0616528858232837,-0.609422062057105,0.075,0.1,1
"FLOT1",0.028919034513371,0.60884161409224,0.174,0.138,1
"NDFIP2",0.00320801741487116,-0.60127875766826,0.093,0.14,1
"DIAPH2",0.0435356111982809,0.600101747368098,0.16,0.13,1
"SLX9",0.00134201657567745,-0.598534958984848,0.087,0.136,1
"TANGO2",0.00386984611737236,-0.593702019975554,0.063,0.102,1
"GIMAP2",0.0201738299294103,0.593430173043819,0.122,0.086,1
"TRERF1",0.000972847709991337,-0.591024915266543,0.066,0.11,1
"LSM14B",0.0079679220661101,0.590280539680186,0.182,0.138,1
"ABAT",0.00328807416467124,-0.589035507054036,0.073,0.114,1
"ITFG2",0.0213328473401133,0.588960522633917,0.151,0.116,1
"TGFBR1",0.141018036487739,0.587704691385201,0.109,0.09,1
"COQ10A",0.00777457877167709,0.586990775696236,0.145,0.1,1
"LRCH1",0.0361517451646809,0.585903204364713,0.196,0.164,1
"RASSF1",0.0550511708246956,0.581463938813361,0.144,0.116,1
"SERTAD3",0.00516348511687509,-0.58079220529612,0.069,0.108,1
"IL6ST",0.000293857057374584,-0.577846975554563,0.096,0.154,1
"SNX20",0.0167185835722321,0.576236783245784,0.178,0.14,1
"CYRIA",0.00299010420669302,0.574540631147069,0.155,0.104,1
"DAPK2",0.00245247645652298,0.571489311985491,0.247,0.19,1
"NAB1",0.00381179141642567,-0.570504954670393,0.118,0.168,1
"ERO1A",0.000447323254059686,-0.570230231910856,0.12,0.182,1
"NCALD",0.0387975826633649,0.568100721083869,0.134,0.1,1
"SESN3",0.525571641557639,-0.565983037494918,0.105,0.096,1
"ABCF3",0.00766776331711269,0.565617763647449,0.19,0.144,1
"ATF6",0.00347307906977979,0.563778006863738,0.222,0.172,1
"XYLT1",0.0242191746489007,0.561888238237051,0.153,0.118,1
"NUP93",0.147210058432698,0.559892488405455,0.108,0.09,1
"PAGR1",0.00561427576590536,0.558657473532043,0.211,0.164,1
"ENSG00000291156",0.00185871326772737,-0.558070887032076,0.085,0.132,1
"JAKMIP2",0.00493112478473338,0.557598187275923,0.144,0.096,1
"CREBL2",0.0386519545198216,0.557341716874199,0.154,0.122,1
"ZC3H12D",0.00100418539914563,-0.556551949237126,0.142,0.202,1
"FRMD8",0.00088306063204276,-0.554969218800897,0.096,0.15,1
"NFKBIZ",0.0074337212824643,-0.554538993798216,0.164,0.216,1
"GOLGA8A",0.0717792302691543,0.551805737439386,0.126,0.1,1
"SETBP1",0.0069753303389651,0.551611547641802,0.168,0.12,1
"RNF20",0.0631922503974674,0.551528674073444,0.108,0.082,1
"GIT1",0.0762731260590426,0.551304678575156,0.123,0.098,1
"NUP42",0.0388981661813696,0.549959401316942,0.136,0.104,1
"RANBP6",0.123178650409834,0.549270678170124,0.116,0.096,1
"CCND3",0.0238804786629147,0.548615079919859,0.205,0.166,1
"AVEN",0.15774623337232,0.5479731970964,0.115,0.096,1
"SMDT1",0.00011676842815583,-0.542007214499832,0.193,0.277,1
"PELI1",0.000348054308097887,-0.541718241927709,0.163,0.234,1
"DCAF1",0.0800727894410627,0.541612857194741,0.112,0.088,1
"TTC39B",0.00613091820804809,-0.54125818433315,0.074,0.112,1
"DKC1",0.00753930261503292,0.538489272273559,0.182,0.138,1
"DAPK3",0.10993800145817,0.537916948469977,0.114,0.092,1
"SCFD2",0.08956917309836,0.537619340600744,0.11,0.086,1
"MBIP",0.000377415752449274,-0.53732045553919,0.082,0.136,1
"ZC3H3",0.147691564719542,0.535695401239495,0.105,0.086,1
"MIR23AHG",0.00173381251546889,-0.535338280651106,0.181,0.242,1
"CD160",0.100798185953549,0.535165258409119,0.105,0.082,1
"PPP2R2B",0.0229249955365372,0.534075583862712,0.191,0.15,1
"FAS",5.65726867488458e-05,-0.533564903292386,0.282,0.379,1
"HEG1",0.131852308759566,0.53185714759791,0.123,0.102,1
"GALNT7",0.0438027750329513,0.531721724908743,0.138,0.106,1
"REEP4",0.00388876842678446,0.529166719706777,0.141,0.092,1
"EXOSC7",0.150103577385787,0.526621981346358,0.122,0.102,1
"RGS14",0.0142795688948404,0.52093939908938,0.129,0.09,1
"ENSG00000290856",0.0869483852927783,0.520850899087231,0.102,0.078,1
"STX17",0.10985808028161,0.520666766974559,0.122,0.1,1
"MYO1F",0.000122784666618417,0.520432168323247,0.369,0.291,1
"TRPV2",0.0575512279883949,0.520049380579464,0.104,0.078,1
"SRGAP2",0.00241578889106253,-0.51799318698424,0.102,0.152,1
"PGRMC2",8.15134936633318e-05,-0.51474937596971,0.22,0.307,1
"OSBPL11",0.0701175360014438,0.513533928298517,0.109,0.082,1
"TBC1D10A",0.256679433882718,0.512493017810854,0.104,0.09,1
"PGP",0.04980625374029,0.512081436595123,0.149,0.12,1
"GK5",0.018184486609337,0.511925021622893,0.164,0.122,1
"ICAM2",0.0229030036677899,-0.511845397299047,0.072,0.104,1
"ABTB1",0.0612994664428874,0.509591638353145,0.154,0.126,1
"HIKESHI",0.000745057015097211,-0.507189833820339,0.134,0.196,1
"CPOX",0.000985765189529378,-0.506169616373682,0.087,0.138,1
"GNGT2",0.00674714530048798,0.505456236174596,0.123,0.08,1
"RCAN3",7.33264005379727e-05,-0.50417928174408,0.136,0.212,1
"SIPA1L1",0.000122672798357336,-0.499541318882096,0.344,0.439,1
"CAMKMT",0.0801635364582454,0.499026076497175,0.173,0.146,1
"MSC",0.138599352678887,0.498092184765528,0.14,0.118,1
"PLEKHF1",0.0331955851390926,0.497828100520713,0.207,0.172,1
"ENSG00000288755",0.0642882801736435,-0.497785293583593,0.094,0.122,1
"PPM1K",0.00762809469106166,0.496438278577544,0.247,0.202,1
"DUSP16",0.000573694625821137,-0.495473280185348,0.231,0.317,1
"RAB11FIP4",0.0729046793993762,0.494966589564968,0.127,0.1,1
"DIPK2A",0.163736706464088,0.494743476811021,0.107,0.088,1
"POMZP3",0.0154216893440931,-0.493504188945552,0.09,0.126,1
"RASGEF1B",0.170306575213614,0.493463761682324,0.12,0.098,1
"INTS6",0.00172038980645691,0.490618989375433,0.374,0.331,1
"AKT2",0.149660373962273,0.490289183054503,0.131,0.11,1
"MPPE1",0.29596306762449,0.48715540341541,0.115,0.102,1
"LINC01871",0.00166072987911054,0.485060522900961,0.263,0.198,1
"SETD3",0.249260459578236,0.482895710945571,0.118,0.104,1
"SYPL1",0.000256510255335327,-0.482267024065837,0.203,0.283,1
"PEAK1",0.0385460651491819,-0.481152445664692,0.118,0.152,1
"PHLDB2",0.111216923623651,0.479788048046507,0.15,0.126,1
"EXT1",0.0137435155458306,-0.479323478167761,0.081,0.118,1
"SHISAL2A",0.00343861358077565,-0.479296311795218,0.095,0.142,1
"FPGS",0.0409236580946553,0.477713322287762,0.143,0.11,1
"SPATS2L",0.00119090561001108,-0.475630095781319,0.087,0.138,1
"ZNF600",0.0976037549556475,0.474762398843509,0.142,0.118,1
"VAC14",0.0456472869840041,-0.474622402316247,0.073,0.1,1
"MOB3A",0.065541609430241,0.474602779822061,0.176,0.146,1
"NUBP2",0.026585182785153,0.474111527169585,0.191,0.156,1
"C15orf40",0.147756640167284,0.472494815606015,0.106,0.086,1
"MRPL23",0.00154308557160661,-0.471889165319712,0.063,0.106,1
"ATG14",0.0756352160691228,0.471650415605439,0.115,0.088,1
"ZDHHC2",0.11346803983372,0.471598752539607,0.121,0.098,1
"MRPS28",0.00901237172488042,-0.471313869925836,0.071,0.108,1
"ATG2A",0.00167524721966806,-0.468372286503077,0.118,0.174,1
"ASL",0.0168290607372641,-0.467437542491958,0.082,0.118,1
"PHACTR2",0.000154991387913308,-0.46701900099025,0.347,0.447,1
"STRN3",0.061639168716825,0.466106020272735,0.166,0.138,1
"DAXX",0.0200233709707581,0.46580857783748,0.226,0.188,1
"ZMIZ1",0.00499311459654466,-0.465114919483821,0.117,0.166,1
"MED1",0.0216771275255703,0.464877190360185,0.211,0.174,1
"JAML",0.0160311504528358,-0.463544823496164,0.176,0.222,1
"KAT2B",0.0209501866983331,0.462027173888327,0.193,0.152,1
"ARL17B",0.00275905902200653,-0.461531529234717,0.066,0.108,1
"DNAJC24",0.00854595027632671,-0.460916949645122,0.08,0.12,1
"SPG11",0.053049954054367,0.460035568270375,0.167,0.138,1
"CRBN",0.000735028161260716,0.459441291010153,0.338,0.275,1
"SIN3A",0.0929732610225093,0.458940820654022,0.142,0.116,1
"ENSG00000269968",0.00714362815993055,-0.458851896776115,0.15,0.202,1
"DCPS",0.221487007805117,0.457419461050674,0.139,0.124,1
"GTPBP8",0.0898234076738821,0.45708120506097,0.155,0.128,1
"CHD9",0.113960142409244,0.456652098573932,0.15,0.126,1
"CLSTN3",0.0713880935955118,0.456093266177978,0.152,0.124,1
"SRGAP2C",0.199291181880144,0.454630067325924,0.138,0.12,1
"AKT1",0.131622773380514,0.454464784402698,0.154,0.132,1
"LRIF1",0.195768410177972,0.454206695538122,0.116,0.098,1
"MGAT5",0.0660870630449522,0.45408039815295,0.156,0.128,1
"TSPAN5",0.0127003904375883,-0.453471809862121,0.123,0.168,1
"TBC1D19",0.0415548672044322,0.452321386827309,0.147,0.114,1
"WDR35",0.00561045663611149,-0.450393245110873,0.093,0.136,1
"ZFPM1",0.0268345105277273,-0.449529983053577,0.123,0.162,1
"PCSK7",0.0358495553151053,0.448569611748258,0.193,0.16,1
"PTTG1",0.00224889074734459,-0.447703480353939,0.106,0.16,1
"CABIN1",0.03913252525458,0.447564912041635,0.231,0.194,1
"ZNHIT2",0.118078284495241,0.446755925543415,0.106,0.084,1
"MFSD1",0.0372053175460577,-0.446640921172658,0.072,0.1,1
"TPRA1",0.108342821263504,0.446033505806501,0.113,0.09,1
"RUNX2",0.00694721666430168,-0.445980295477672,0.122,0.17,1
"USF3",0.0888565434924257,0.445643729446179,0.165,0.14,1
"CSTF2T",0.200749254449978,0.445238615053057,0.1,0.082,1
"FAM76A",0.0813751418634166,0.445144353332986,0.126,0.098,1
"CSNK1E",0.0271970695481338,-0.444855622459423,0.109,0.146,1
"RBM34",0.159071582957084,0.44373504533411,0.12,0.1,1
"IPO11",0.11632240109509,0.443714996807321,0.109,0.086,1
"AAR2",0.216276628371973,0.442557023090793,0.103,0.086,1
"CD38",0.00729870856457043,-0.442398826525601,0.08,0.12,1
"MRPS34",0.0590677255779419,0.441315143302094,0.212,0.184,1
"MRPL27",0.000595398065321269,-0.441281742130366,0.157,0.228,1
"ZNF266",0.15354298803196,0.439983742398133,0.154,0.134,1
"PRKD3",0.0681130963224724,0.438392213869083,0.14,0.11,1
"BCL2",0.00279618601314367,-0.437649217463151,0.226,0.293,1
"ENSG00000270240",0.158054858121948,0.437594350406497,0.125,0.104,1
"ASB8",0.07252029701844,0.437172818025478,0.181,0.154,1
"STAT2",0.108968291215225,0.436728240898168,0.14,0.116,1
"THSD4-AS1",0.216492995837227,0.436343309488584,0.118,0.102,1
"TBC1D10C",0.0160334041837583,0.436208442584278,0.295,0.246,1
"MAD1L1",0.00238558326057196,-0.435682609046427,0.164,0.23,1
"PER2",0.0059080780836921,-0.434944134008733,0.111,0.16,1
"SFXN3",0.104571994275094,0.433790498279022,0.132,0.108,1
"CEP128",0.0365872912222397,-0.431698819630371,0.076,0.106,1
"PARN",0.166663825093296,0.431339763462805,0.116,0.096,1
"NMD3",0.141442661737518,0.430879078722063,0.131,0.11,1
"VAMP3",0.227388034576924,0.430122860059152,0.149,0.132,1
"VPS13A",0.0886860683497733,0.429397449007576,0.219,0.196,1
"ZNF22",0.0855761729262401,0.429246895998084,0.191,0.166,1
"WWC3",0.160055343337314,0.428953301338388,0.116,0.096,1
"DOHH",0.0302274646630858,-0.428613204870659,0.07,0.1,1
"RMDN1",0.0018540319554536,-0.428286518162218,0.081,0.13,1
"SIRT1",0.00168006703390041,-0.427830652370423,0.161,0.224,1
"CKAP2",0.0201491092286553,0.42768881779848,0.278,0.236,1
"KLHL21",0.0174585323095218,-0.42746993234699,0.101,0.14,1
"SURF6",0.383985264646911,0.427349023428622,0.11,0.1,1
"TSTD1",0.00694557960717772,-0.427259726445725,0.125,0.172,1
"LAGE3",0.0748367021110679,0.426279149530987,0.175,0.146,1
"DNAJC17",0.00359416227092695,-0.425482466969692,0.096,0.144,1
"LINC00861",0.0570137269615917,0.425268888241667,0.215,0.182,1
"GPN2",0.00417498483273758,-0.424706543133702,0.068,0.108,1
"RPA1",0.0236793948053207,0.423677840727982,0.212,0.174,1
"DNAJB1",0.110191162056017,0.422781684742743,0.507,0.497,1
"SATB1",0.00659438536139859,-0.421985209782645,0.183,0.238,1
"WDR6",0.291912971721021,0.421084531760381,0.142,0.13,1
"CTNNA1",0.152099798287974,0.420916366092959,0.108,0.088,1
"ENTR1",0.0175717331053552,-0.42088609171857,0.091,0.128,1
"ZNF484",0.209951792197515,0.420668241972036,0.129,0.112,1
"MPHOSPH10",0.0947551278924187,0.419480892596405,0.234,0.214,1
"DHRS7",0.00158383017198729,0.419438300384208,0.398,0.339,1
"ENTPD4",0.0728557080312521,0.419088591320469,0.159,0.13,1
"VCAM1",0.0319541736540361,0.41901282952927,0.179,0.14,1
"PIGX",0.00137581239168663,-0.418549609905965,0.217,0.289,1
"TSPOAP1-AS1",0.0786576234710397,0.417900957873351,0.18,0.152,1
"DDX19A",0.102568154040684,0.417366210956214,0.135,0.11,1
"ZNF267",5.54140783117099e-05,-0.416704723812882,0.27,0.377,1
"EAF1",0.00274743542420975,-0.415884632302007,0.122,0.178,1
"TAF13",0.273891370052418,0.415397867129577,0.1,0.086,1
"MYO6",0.0499870291059683,0.414841093170822,0.125,0.094,1
"LYPLA1",0.184752674489737,0.41467290548979,0.16,0.142,1
"PMS1",0.104178315888741,0.414391777248919,0.104,0.08,1
"GLO1",0.0944220289780383,0.413798436067148,0.183,0.158,1
"KDM4B",0.00368237127523791,-0.413385807649864,0.122,0.176,1
"ANK2",0.00898222607762288,0.413299278743712,0.222,0.172,1
"TOX",0.0751471427177877,-0.413130184484005,0.289,0.323,1
"H3C4",0.0314701704483261,-0.412334409097418,0.124,0.162,1
"FARS2",0.201134263582663,0.412020932577536,0.115,0.098,1
"JAK3",0.316797288556075,0.411817968314068,0.112,0.1,1
"TCOF1",0.316449647770601,0.411631179863449,0.131,0.118,1
"KLRG1",0.00508912933752778,0.410984093507575,0.326,0.265,1
"VCPKMT",0.0596923199459248,0.410356838670199,0.175,0.142,1
"B9D2",0.0591217778872259,-0.410136599412168,0.076,0.102,1
"LIN7C",0.309634692161881,0.409844663136431,0.1,0.088,1
"WEE1",0.0152678685194718,-0.409350803835009,0.083,0.12,1
"CLNS1A",0.00104515094719371,-0.409126427264835,0.187,0.263,1
"ANXA2R",0.219028573273006,0.408426229099148,0.148,0.132,1
"TSC1",0.00456847676940077,-0.407240294543441,0.08,0.124,1
"TBC1D23",0.00446444041063217,-0.406988184922486,0.17,0.228,1
"PAM",0.00155819804038673,-0.406535436035355,0.298,0.377,1
"EIF2B2",0.0154374792694994,-0.406328564128885,0.088,0.124,1
"PTAR1",0.196557797535537,0.406238524478178,0.168,0.152,1
"KLF10",0.0841196228800976,0.406227749073921,0.162,0.132,1
"SETD1B",0.0482405282727592,0.40615635064651,0.182,0.148,1
"GZMA",0.00594091687588204,-0.405832330910266,0.382,0.451,1
"MED11",0.197013213169848,0.405486233060323,0.136,0.118,1
"BIN3",0.156483642781544,0.405379522567255,0.125,0.106,1
"KDSR",0.0085597693437352,-0.40455365015755,0.138,0.188,1
"SDCBP",0.000853809078435948,-0.404282377083486,0.433,0.525,1
"PPP2R1B",0.0360644389882379,-0.404095417573655,0.092,0.126,1
"PTMS",0.115159412131485,0.404001654808545,0.264,0.24,1
"TASP1",0.220421855732414,0.403148010515167,0.134,0.116,1
"TYK2",0.171349816854057,0.402966574094429,0.109,0.09,1
"ATL3",0.128454709958782,0.402442814906357,0.131,0.108,1
"MOCS2",0.0478768446557658,-0.401925948532493,0.081,0.11,1
"SSRP1",0.112573618097916,0.40179895716373,0.224,0.202,1
"MAP3K8",0.0185607894679335,0.401776878888688,0.293,0.244,1
"DDHD1",0.0491716650693341,0.401425578411635,0.237,0.204,1
"MAP1LC3A",0.0005591117519762,-0.401178467132142,0.172,0.244,1
"SNRNP35",0.0291418883602747,-0.400054950908924,0.136,0.178,1
"EEFSEC",0.160111818842288,0.399820803365434,0.115,0.094,1
"NUDT22",0.00518628263390408,-0.398692166955628,0.114,0.164,1
"CLSTN1",0.0822517069049942,0.398534958015943,0.224,0.194,1
"MFSD12",0.0382367914796824,-0.397713418216932,0.143,0.182,1
"ERO1B",0.0654732269972053,0.396968357987507,0.2,0.168,1
"ENSG00000291143",0.136614121179642,0.394691474418738,0.137,0.114,1
"PCID2",0.263777796914853,0.394378869720655,0.169,0.154,1
"MIF4GD",0.0581478506341459,-0.392735248721542,0.097,0.128,1
"CNIH1",0.000205733244892669,-0.392693642536937,0.358,0.453,1
"DOK2",0.00107720055306569,0.391859094187397,0.392,0.327,1
"ZNF581",0.0826790811507646,0.39178252003561,0.143,0.116,1
"ABI2",0.0426818341806913,-0.391357032940131,0.079,0.108,1
"PLCG2",0.0204203362446897,-0.391250772436043,0.175,0.22,1
"ATP7A",0.0483049040678591,-0.39114115241102,0.091,0.122,1
"KIF21B",0.34778685622719,0.390014611377304,0.171,0.162,1
"TIMM23B",0.163730936984171,0.389740515406401,0.161,0.14,1
"LANCL1",0.00842555159254033,-0.38973554871873,0.082,0.122,1
"EPSTI1",0.0831390738150174,-0.38869070369301,0.169,0.204,1
"STARD3NL",0.0798648192848468,0.388583888464578,0.188,0.158,1
"ZNF431",0.0570074413005138,0.387873194014479,0.202,0.168,1
"ANKRD27",0.158658196573899,0.386837530731316,0.121,0.1,1
"CDKN2D",0.18848944580949,0.386336210049558,0.183,0.162,1
"VEZT",0.144341167273108,0.386275337593565,0.223,0.206,1
"LGALS3",0.00496044488332686,-0.385777212280645,0.267,0.335,1
"EEF1AKMT2",0.0119320764103761,-0.385689891127334,0.106,0.15,1
"TYW1",0.196724320244248,0.385453757662306,0.173,0.154,1
"EPS15-AS1",0.241363582007834,0.384954597136454,0.122,0.106,1
"FUT8",0.197330668211697,0.384036354821158,0.128,0.108,1
"NOC2L",0.124831167729259,0.383958868332061,0.205,0.184,1
"FABP5",0.0107028269960083,-0.383591144241008,0.333,0.397,1
"ATP13A1",0.0270520737597676,-0.383586907637675,0.112,0.152,1
"CREB3",0.00162871015900885,-0.383285285594366,0.145,0.208,1
