"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","direction"
1.90759388306244e-157,3.97000431532724,1,0.972,2.3463404761668e-155,"Antigen-presenting monocyte","ITGB2","up"
1.12588874970179e-240,3.23242038354519,1,0.972,1.3848431621332e-238,"Antigen-presenting monocyte","CD44","up"
9.12243446764203e-164,2.56465755806269,0.996,0.881,1.12205943951997e-161,"Antigen-presenting monocyte","CD48","up"
2.39983950603589e-45,2.52008921792803,0.938,0.762,2.95180259242415e-43,"Antigen-presenting monocyte","HLA-DRA","up"
3.29980773974759e-96,2.24826631918191,0.941,0.751,4.05876351988953e-94,"Antigen-presenting monocyte","CR1","up"
3.25545397086785e-191,1.82991636328027,1,0.863,4.00420838416745e-189,"Antigen-presenting monocyte","CD45","up"
1.96990232355847e-220,1.79731805979537,1,0.977,2.42297985797691e-218,"Antigen-presenting monocyte","ITGAL","up"
0.000271933702265231,1.55955336135556,0.165,0.115,0.0334478453786234,"Antigen-presenting monocyte","IL3RA","up"
6.23843201339607e-73,1.31628704767994,0.921,0.644,7.67327137647716e-71,"Antigen-presenting monocyte","ENTPD1","up"
7.43473462744644e-148,0.747233493117076,0.864,0.463,9.14472359175912e-146,"Antigen-presenting monocyte","CD4","up"
3.11593146672941e-107,0.67906756036189,0.989,0.769,3.83259570407717e-105,"Antigen-presenting monocyte","ITGA4","up"
3.83259975226823e-32,0.587166010992952,0.848,0.693,4.71409769528992e-30,"Antigen-presenting monocyte","CD38","up"
3.99484737108593e-51,0.569595647082729,0.891,0.642,4.91366226643569e-49,"Antigen-presenting monocyte","CD47","up"
4.36577451947845e-77,0.401494767355612,0.981,0.83,5.3699026589585e-75,"Antigen-presenting monocyte","ICAM1","up"
7.86235556852736e-16,0.360470650585874,0.861,0.754,9.67069734928865e-14,"Antigen-presenting monocyte","CD99","up"
1.029596410448e-10,0.354940289805323,0.632,0.538,1.26640358485103e-08,"Antigen-presenting monocyte","FAS","up"
1.31896425224945e-22,-0.351347811599191,0.917,0.805,1.62232603026682e-20,"Antigen-presenting monocyte","HLA-A","down"
1.35667413689363e-05,-0.860586755747386,0.417,0.308,0.00166870918837917,"Antigen-presenting monocyte","ITGA6","down"
0.000111746384063628,-0.872334509864538,0.477,0.366,0.0137448052398262,"Antigen-presenting monocyte","CD45RO","down"
9.90038056693678e-22,-0.898300024124379,0.46,0.287,1.21774680973322e-19,"Antigen-presenting monocyte","THBD","down"
4.21150193440584e-08,-1.24706241789456,0.624,0.44,5.18014737931918e-06,"Antigen-presenting monocyte","ITGA2B","down"
4.64344884211412e-12,-1.27516330322905,0.628,0.468,5.71144207580037e-10,"Antigen-presenting monocyte","SELP","down"
8.70309949024008e-34,-1.70877898770712,0.632,0.393,1.07048123729953e-31,"Antigen-presenting monocyte","PVR","down"
5.1317278713524e-05,-1.89083430707603,0.102,0.156,0.00631202528176345,"Antigen-presenting monocyte","CD52","down"
3.85129473505952e-54,-2.40401570515726,0.999,0.941,4.73709252412321e-52,"Antigen-presenting monocyte","ITGAX","down"
2.4667284713264e-31,-3.37609311597702,0.839,0.741,3.03407601973147e-29,"Antigen-presenting monocyte","FCGR2A","down"
4.25063855578378e-21,-4.56881674787068,0.919,0.76,5.22828542361405e-19,"Antigen-presenting monocyte","CD244","down"
2.29024020382179e-07,-4.72843764012003,0.169,0.104,2.8169954507008e-05,"Antigen-presenting monocyte","CD69","down"
0.000162692747656848,-6.03940263829663,0.804,0.667,0.0200112079617923,"Antigen-presenting monocyte","FCGR1A","down"
3.28992880410369e-08,-6.72672569467625,0.58,0.582,4.04661242904754e-06,"Antigen-presenting monocyte","CD14","down"
4.68008848492194e-05,-7.30110075448693,0.656,0.537,0.00575650883645399,"Antigen-presenting monocyte","CD45RA","down"
2.53322348544814e-10,-7.61083992051882,0.05,0.128,3.11586488710122e-08,"Antigen-presenting monocyte","IGLC1","down"
1.33580215946593e-09,-11.3550806352618,0.069,0.149,1.64303665614309e-07,"Antigen-presenting monocyte","CD7","down"
1.08309151168935e-08,-13.6911321922159,0.043,0.109,1.3322025593779e-06,"Antigen-presenting monocyte","FCER1A","down"
2.72654218646588e-13,-13.8462307579712,0.044,0.135,3.35364688935303e-11,"Antigen-presenting monocyte","FCGR3A","down"
2.37385701499477e-06,-14.2013705577617,0.333,0.375,0.000291984412844356,"Antigen-presenting monocyte","LILRB1","down"
0.000137273585916878,-14.3145093021177,0.7,0.549,0.016884651067776,"Antigen-presenting monocyte","ANPEP","down"
1.90548151315203e-71,-14.8315301800922,0.999,0.916,2.343742261177e-69,"Antigen-presenting monocyte","CD33","down"
2.39857561050583e-14,-17.2225182808406,0.14,0.064,2.95024800092217e-12,"Antigen-presenting monocyte","CD1C","down"
2.0637481976969e-05,-20.733920737715,0.116,0.172,0.00253841028316719,"Antigen-presenting monocyte","SELL","down"
2.50474951534696e-05,6.83221673481169,0.052,0.109,0.00308084190387677,"Classical mono (CCR2/IRF8-high)","CD8A","up"
3.71727826782567e-11,2.81677146583295,0.836,0.667,4.57225226942557e-09,"Classical mono (CCR2/IRF8-high)","FCGR1A","up"
6.84984606996968e-06,1.78970381770686,0.078,0.146,0.000842531066606271,"Classical mono (CCR2/IRF8-high)","CD7","up"
5.04036187008294e-28,0.612068057851225,0.993,0.974,6.19964510020202e-26,"Classical mono (CCR2/IRF8-high)","ITGB2","up"
1.45175850097389e-30,0.515704970177653,0.955,0.82,1.78566295619789e-28,"Classical mono (CCR2/IRF8-high)","CD36","up"
3.23939419398084e-37,0.414583070397531,0.873,0.616,3.98445485859643e-35,"Classical mono (CCR2/IRF8-high)","ITGAM","up"
2.00849171404228e-06,0.283678771928776,0.868,0.812,0.0002470444808272,"Classical mono (CCR2/IRF8-high)","HLA-A","up"
3.74513428919997e-05,-0.382620073346974,0.648,0.539,0.00460651517571597,"Classical mono (CCR2/IRF8-high)","FAS","down"
2.77254816346946e-05,-0.409691387132557,0.056,0.113,0.00341023424106743,"Classical mono (CCR2/IRF8-high)","ADGRG1","down"
2.67193716613157e-34,-0.468152573843579,0.946,0.755,3.28648271434184e-32,"Classical mono (CCR2/IRF8-high)","CR1","down"
2.18581111488155e-06,-0.821298456741082,0.181,0.114,0.00026885476713043,"Classical mono (CCR2/IRF8-high)","IGLC1","down"
3.3894274258006e-08,-1.15044723169838,0.958,0.907,4.16899573373473e-06,"Classical mono (CCR2/IRF8-high)","PECAM1","down"
4.69955670655574e-25,-1.5081006372681,0.897,0.692,5.78045474906356e-23,"Classical mono (CCR2/IRF8-high)","CD38","down"
3.88432607745762e-07,-1.57170761783614,0.831,0.744,4.77772107527288e-05,"Classical mono (CCR2/IRF8-high)","FCGR2A","down"
6.95101957265561e-06,-2.33250619257689,0.988,0.946,0.00085497540743664,"Classical mono (CCR2/IRF8-high)","CLEC12A","down"
1.15288640411758e-09,-2.45671698709964,0.369,0.494,1.41805027706462e-07,"Classical mono (CCR2/IRF8-high)","SELP","down"
1.63284496662011e-12,-2.66453428983986,0.105,0.229,2.00839930894274e-10,"Classical mono (CCR2/IRF8-high)","CD226","down"
4.1012493918997e-06,-2.78233007587571,0.807,0.66,0.000504453675203663,"Classical mono (CCR2/IRF8-high)","ENTPD1","down"
5.14633439218985e-20,-3.63452058351646,0.718,0.797,6.32999130239351e-18,"Classical mono (CCR2/IRF8-high)","ITGA4","down"
4.97523843215654e-17,-4.6316298447418,0.157,0.317,6.11954327155255e-15,"Classical mono (CCR2/IRF8-high)","THBD","down"
4.87785520049154e-07,-6.15442438790234,0.761,0.777,5.9997618966046e-05,"Classical mono (CCR2/IRF8-high)","CD244","down"
8.01682934438204e-07,-6.4543864288336,0.841,0.846,9.8607000935899e-05,"Classical mono (CCR2/IRF8-high)","ICAM1","down"
3.71660957978877e-14,-7.01036759490597,0.429,0.559,4.57142978314019e-12,"Classical mono (CCR2/IRF8-high)","CD45RA","down"
3.21825147849474e-12,-7.75847076962116,0.031,0.128,3.95844931854853e-10,"Classical mono (CCR2/IRF8-high)","IL3RA","down"
9.40838059669961e-10,-13.7327816120093,0.277,0.379,1.15723081339405e-07,"Classical mono (CCR2/IRF8-high)","LILRB1","down"
7.0930145381932e-08,-16.3911313601318,0.977,0.92,8.72440788197764e-06,"Classical mono (CCR2/IRF8-high)","CD33","down"
3.01854687349194e-20,-23.0461427865398,0.003,0.137,3.71281265439508e-18,"Classical mono (CCR2/IRF8-high)","FCGR3A","down"
3.01438433698798e-14,-26.2281912152172,0.056,0.176,3.70769273449521e-12,"Classical mono (CCR2/IRF8-high)","SELL","down"
5.47031576999591e-08,-35.6174667638098,0.821,0.823,6.72848839709496e-06,"Classical mono (CCR2/IRF8-high)","CD86","down"
1.24360089655973e-26,12.6075515462428,0.545,0.481,1.52962910276847e-24,"Classical monocyte","CD1D","up"
1.07611269641981e-24,8.97505358490261,0.138,0.066,1.32361861659637e-22,"Classical monocyte","FCER1A","up"
1.23083432862209e-55,5.25630479238757,0.467,0.666,1.51392622420517e-53,"Classical monocyte","ANPEP","up"
1.23065739870522e-40,4.02023397347052,0.694,0.81,1.51370860040742e-38,"Classical monocyte","FCGR2A","up"
1.4145466462232e-12,3.8425252867637,0.145,0.094,1.73989237485453e-10,"Classical monocyte","IGLC1","up"
1.10487274126247e-08,3.66609444677577,0.192,0.14,1.35899347175283e-06,"Classical monocyte","SELL","up"
