"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster","direction"
7.64905437867401e-19,1.11215619171697,0.14,0.073,1.43817520427829e-14,"TNFRSF18","ALL_monocytes","up"
1.53075387392294e-25,1.10488757636068,0.197,0.125,2.87812343374991e-21,"NME1","ALL_monocytes","up"
9.25818212057136e-52,1.10422391115485,0.366,0.205,1.74072340230983e-47,"KCNJ15","ALL_monocytes","up"
1.6220568902238e-104,1.09318854976545,0.628,0.396,3.04979136499879e-100,"RPTOR","ALL_monocytes","up"
5.64778225421711e-38,1.08912259916135,0.233,0.112,1.0618960194379e-33,"ASGR2","ALL_monocytes","up"
3.81790182758255e-57,1.08035304315339,0.488,0.347,7.17841901622071e-53,"SLC44A1","ALL_monocytes","up"
1.59197073676669e-18,1.0644331067154,0.167,0.098,2.99322337926873e-14,"FAM151B","ALL_monocytes","up"
1.43321269390945e-24,1.05854558862938,0.211,0.12,2.69472650708855e-20,"GP6-AS1","ALL_monocytes","up"
2.86208791414991e-19,1.05449971676823,0.176,0.104,5.38129769618467e-15,"ENSG00000223969","ALL_monocytes","up"
9.98438963451194e-13,1.04595686351461,0.131,0.077,1.87726493908093e-08,"ENSG00000230492","ALL_monocytes","up"
4.05787755783001e-13,1.04569808883342,0.106,0.058,7.62962138423198e-09,"LNCTSI","ALL_monocytes","up"
4.00307262493978e-17,1.04324910282385,0.185,0.119,7.52657714941178e-13,"ENSG00000267262","ALL_monocytes","up"
8.4502817028892e-96,1.02898003293354,0.795,0.619,1.58882196577723e-91,"MIR4435-2HG","ALL_monocytes","up"
6.93246655094309e-13,1.02872490908094,0.12,0.068,1.30344236090832e-08,"RGS17","ALL_monocytes","up"
1.50598388471736e-26,1.01257470857455,0.316,0.213,2.83155090004557e-22,"NAF1","ALL_monocytes","up"
1.49822544242648e-11,1.00998937348701,0.122,0.075,2.81696347685027e-07,"TDRD9","ALL_monocytes","up"
9.57460099892959e-13,1.00435890071001,0.13,0.077,1.80021647981874e-08,"KCNE1","ALL_monocytes","up"
1.275607311312e-15,0.995444104919941,0.252,0.198,2.39839686672883e-11,"THAP4","ALL_monocytes","up"
2.17656870600185e-48,0.992375294149998,0.423,0.264,4.09238448102469e-44,"ENSG00000291188","ALL_monocytes","up"
6.887572381092e-16,0.991794704598244,0.17,0.105,1.29500135909292e-11,"ENSG00000278607","ALL_monocytes","up"
2.96036014119869e-16,0.977784294984075,0.127,0.066,5.56606913748178e-12,"PRDX2","ALL_monocytes","up"
1.47486923353958e-26,0.96733450415308,0.253,0.153,2.77304913290113e-22,"AATK","ALL_monocytes","up"
5.96388833170883e-15,0.964876943178024,0.15,0.091,1.1213302841279e-10,"CR1","ALL_monocytes","up"
1.31076853827916e-14,0.961208307973219,0.116,0.061,2.46450700567248e-10,"LINC01220","ALL_monocytes","up"
1.57244679604792e-87,0.953804134037439,0.605,0.372,2.9565144659293e-83,"MMP19","ALL_monocytes","up"
6.99632049733758e-94,0.950793692635308,0.864,0.762,1.31544817990941e-89,"HSP90AB1","ALL_monocytes","up"
7.11459839091377e-50,0.946101733399722,0.401,0.234,1.33768678945961e-45,"TNFSF14","ALL_monocytes","up"
1.3187773696703e-11,0.939979340027538,0.127,0.083,2.4795652104541e-07,"DLGAP1-AS2","ALL_monocytes","up"
1.01547172098671e-11,0.938469660487016,0.141,0.092,1.9092899297992e-07,"ACAD9","ALL_monocytes","up"
3.26960682093008e-21,0.935667474825264,0.18,0.098,6.14751474471273e-17,"PIK3R6","ALL_monocytes","up"
2.00315396267845e-49,0.923989582887837,0.415,0.249,3.76633008062801e-45,"BCAR3","ALL_monocytes","up"
1.09854007743261e-26,0.912217397196282,0.325,0.233,2.06547505358879e-22,"RASAL2","ALL_monocytes","up"
5.92323929009668e-19,0.91029486377267,0.249,0.167,1.11368745132398e-14,"PRDM8","ALL_monocytes","up"
7.31786462783157e-28,0.902556734415827,0.291,0.191,1.37590490732489e-23,"TUBB2A","ALL_monocytes","up"
9.22037562811742e-28,0.901800393360087,0.222,0.119,1.73361502559864e-23,"BMP6","ALL_monocytes","up"
6.5702893052569e-12,0.901051960621797,0.116,0.066,1.2353457951744e-07,"SFT2D3","ALL_monocytes","up"
5.42688361137282e-11,0.898266567625917,0.107,0.062,1.02036265661032e-06,"HAVCR1","ALL_monocytes","up"
5.79731705460621e-12,0.895128155733734,0.106,0.058,1.09001155260706e-07,"DRGX","ALL_monocytes","up"
3.06915275778355e-71,0.890407992408257,0.626,0.445,5.77062101518464e-67,"TMEM273","ALL_monocytes","up"
4.5955066030886e-10,0.890319751809763,0.131,0.088,8.64047151512718e-06,"ENSG00000253557","ALL_monocytes","up"
2.74291607960803e-12,0.890050350233691,0.101,0.053,5.15723081287901e-08,"ZNF395","ALL_monocytes","up"
3.56871233321724e-13,0.886400552448072,0.187,0.123,6.70989292891506e-09,"ENSG00000287979","ALL_monocytes","up"
5.22883131985861e-72,0.877767654783649,0.307,0.13,9.83124864759815e-68,"AHRR","ALL_monocytes","up"
4.59150828911902e-34,0.873126068575513,0.339,0.209,8.63295388520158e-30,"DHRS9","ALL_monocytes","up"
5.36653201043335e-15,0.862225835449712,0.174,0.111,1.00901534860168e-10,"FAM83G","ALL_monocytes","up"
4.97074510278033e-10,0.857185640797072,0.27,0.205,9.34599494224758e-06,"CCL7","ALL_monocytes","up"
8.5948711816208e-17,0.847878461790546,0.189,0.115,1.61600767956834e-12,"S1PR3","ALL_monocytes","up"
1.9496531719753e-38,0.844650057753703,0.515,0.392,3.66573789394796e-34,"VPS13D","ALL_monocytes","up"
7.11490216412535e-12,0.838672500851257,0.145,0.09,1.33774390489885e-07,"ARRDC4","ALL_monocytes","up"
3.3888808754678e-08,0.838452411784291,0.103,0.064,0.000637177382205456,"ERG","ALL_monocytes","up"
1.76812120430461e-21,0.83800187333265,0.238,0.146,3.32442148833352e-17,"PCID2","ALL_monocytes","up"
1.31426052549593e-16,0.830537218952351,0.128,0.067,2.47107264003745e-12,"PADI4","ALL_monocytes","up"
1.36581014816818e-26,0.829595128887693,0.283,0.172,2.56799624058581e-22,"SMOX","ALL_monocytes","up"
1.51156492693559e-07,0.825659839014798,0.116,0.079,0.00284204437562431,"TCEAL9","ALL_monocytes","up"
1.52562239809015e-11,0.823510282227345,0.136,0.086,2.8684752328891e-07,"ZNF668","ALL_monocytes","up"
2.16031288713116e-57,0.821486259009348,0.592,0.414,4.06182029038401e-53,"GPAT3","ALL_monocytes","up"
1.20810252750434e-31,0.816705168457498,0.689,0.614,2.27147437221365e-27,"HSPA5","ALL_monocytes","up"
1.18250898568411e-11,0.816316209735729,0.191,0.15,2.22335339488327e-07,"MPZL1","ALL_monocytes","up"
6.07184860668785e-39,0.816296340464296,0.455,0.317,1.14162897502945e-34,"ENSG00000234261","ALL_monocytes","up"
1.27781588935075e-08,0.809437346537075,0.156,0.11,0.000240254943515728,"ENSG00000278743","ALL_monocytes","up"
8.25290700204971e-21,0.804615564971245,0.27,0.193,1.55171157452539e-16,"ABHD6","ALL_monocytes","up"
1.23288184749325e-08,0.801013521307961,0.116,0.074,0.000231806444965681,"ADGRB1","ALL_monocytes","up"
2.1236327868261e-71,0.800332322879529,0.681,0.527,3.99285436579043e-67,"CCT5","ALL_monocytes","up"
2.61839347342098e-08,0.799942347390792,0.112,0.072,0.000492310340872613,"ENSG00000266677","ALL_monocytes","up"
1.89203289812843e-19,0.797668000997209,0.226,0.141,3.55740025506107e-15,"FKBP4","ALL_monocytes","up"
8.09374829882354e-19,0.796557224213441,0.315,0.231,1.5217865551448e-14,"TM4SF19","ALL_monocytes","up"
1.68150493732779e-19,0.796253542187168,0.309,0.22,3.16156558316371e-15,"PSD3","ALL_monocytes","up"
1.04537929627073e-09,0.794564403920012,0.13,0.082,1.96552215284823e-05,"DIXDC1","ALL_monocytes","up"
7.48987212545195e-12,0.79353101357579,0.166,0.117,1.40824575702747e-07,"P4HA2","ALL_monocytes","up"
3.6898154871299e-09,0.792944942651528,0.102,0.061,6.93759107890164e-05,"C16orf74","ALL_monocytes","up"
2.52082549099878e-10,0.791127340814227,0.117,0.07,4.7396560881759e-06,"SIGLEC5","ALL_monocytes","up"
5.56120900996223e-10,0.791000982108637,0.144,0.098,1.0456185180531e-05,"ENSG00000289070","ALL_monocytes","up"
3.0014104947778e-12,0.790431294834187,0.158,0.1,5.64325201228122e-08,"DYNLT2B","ALL_monocytes","up"
8.17571871288968e-13,0.789846773187136,0.139,0.082,1.53719863239752e-08,"NHERF2","ALL_monocytes","up"
3.14326587679055e-16,0.78621158563129,0.179,0.106,5.90996850154159e-12,"ENSG00000289863","ALL_monocytes","up"
1.53384312151659e-82,0.783931063746681,0.606,0.381,2.8839318370755e-78,"HLA-DRB5","ALL_monocytes","up"
5.14586199354485e-09,0.781640747422191,0.108,0.066,9.67524972026302e-05,"CACNA1G","ALL_monocytes","up"
2.1723182547895e-13,0.779211305837274,0.179,0.121,4.08439278265522e-09,"HCCS","ALL_monocytes","up"
1.85018912502908e-15,0.776583734186876,0.209,0.135,3.47872559287967e-11,"CUBN","ALL_monocytes","up"
1.8709145772807e-145,0.775135618738893,0.914,0.78,3.51769358820316e-141,"GPX1","ALL_monocytes","up"
2.49878571508546e-11,0.774816684494395,0.118,0.069,4.69821690150368e-07,"ADAM32","ALL_monocytes","up"
1.37290083165531e-39,0.772088353281541,0.454,0.308,2.5813281436783e-35,"GCLM","ALL_monocytes","up"
3.1398989610057e-11,0.769826294069996,0.124,0.073,5.90363802648291e-07,"ENSG00000289439","ALL_monocytes","up"
9.1353140167957e-15,0.767011993459744,0.202,0.133,1.71762174143793e-10,"ATP13A3-DT","ALL_monocytes","up"
1.16778335977142e-08,0.76504591938524,0.137,0.109,0.000219566627304222,"MEIKIN","ALL_monocytes","up"
1.68347596547046e-08,0.765040442100413,0.107,0.067,0.000316527151027755,"ENSG00000289564","ALL_monocytes","up"
4.60112039678682e-13,0.763563230647924,0.158,0.097,8.65102657003858e-09,"PANX1","ALL_monocytes","up"
3.86942831526017e-15,0.761171247019623,0.181,0.111,7.27529911835217e-11,"GTF2IRD1","ALL_monocytes","up"
1.45091199918127e-11,0.758432511936248,0.113,0.064,2.72800474086063e-07,"C17orf107","ALL_monocytes","up"
1.7842697799328e-11,0.758400638003111,0.166,0.11,3.35478404022966e-07,"FAM131A","ALL_monocytes","up"
1.69123804574417e-18,0.756216329569554,0.255,0.166,3.17986577360819e-14,"NLRP12","ALL_monocytes","up"
3.40686371051603e-08,0.754671598581439,0.121,0.08,0.000640558514851224,"ENTPD7","ALL_monocytes","up"
8.45304459512237e-14,0.75131866274867,0.207,0.137,1.58934144477491e-09,"LYPD3","ALL_monocytes","up"
3.65233653194491e-09,0.750976257530274,0.156,0.106,6.86712314736282e-05,"FMN1","ALL_monocytes","up"
2.25393002539463e-11,0.750379503513755,0.156,0.1,4.23783923374699e-07,"IL1R2","ALL_monocytes","up"
2.48461660278166e-56,0.746391507179211,0.773,0.645,4.67157613655008e-52,"CYTOR","ALL_monocytes","up"
6.67648805842917e-23,0.745788677139,0.47,0.378,1.25531328474585e-18,"ENSG00000288755","ALL_monocytes","up"
6.74933802497394e-10,0.743802067984455,0.285,0.256,1.2690105354556e-05,"CNST","ALL_monocytes","up"
1.13806072293431e-22,0.740731195560306,0.327,0.222,2.13978177126109e-18,"ZMIZ1-AS1","ALL_monocytes","up"
2.37826550382985e-10,0.740063110181257,0.103,0.059,4.47161480030088e-06,"USP53","ALL_monocytes","up"
5.81306769239991e-38,0.732765387446047,0.624,0.519,1.09297298752503e-33,"NABP1","ALL_monocytes","up"
5.52911264296109e-09,0.732575452133606,0.137,0.092,0.000103958375912954,"MGAM","ALL_monocytes","up"
7.81303525199641e-10,0.73140395863451,0.142,0.094,1.46900688808037e-05,"SFR1","ALL_monocytes","up"
1.36800994346158e-20,0.726609213073023,0.317,0.219,2.57213229569646e-16,"CD36","ALL_monocytes","up"
1.37296073915042e-23,0.726526281383497,0.388,0.295,2.58144078175062e-19,"MOB3B","ALL_monocytes","up"
1.18696268563317e-06,0.725422967671367,0.103,0.074,0.0223172724152748,"LINC01366","ALL_monocytes","up"
1.18826305869711e-10,0.722164524301642,0.157,0.151,2.2341722029623e-06,"OPA3","ALL_monocytes","up"
3.72393064890175e-10,0.720096627094777,0.153,0.102,7.00173440606507e-06,"TMEM44-AS1","ALL_monocytes","up"
8.48490674347155e-33,0.719699940282915,0.778,0.717,1.59533216590752e-28,"VCAN","ALL_monocytes","up"
3.35299132106267e-13,0.718019982957866,0.217,0.158,6.30429428186204e-09,"TRDMT1","ALL_monocytes","up"
2.60143171876686e-14,0.717422900194785,0.221,0.178,4.89121191762545e-10,"CHD3","ALL_monocytes","up"
2.6830955317766e-33,0.709411641260031,0.465,0.333,5.04475621884637e-29,"CRADD","ALL_monocytes","up"
1.47093773563206e-11,0.708194066828037,0.175,0.114,2.7656571305354e-07,"EPAS1","ALL_monocytes","up"
2.86013072312298e-12,0.70804409209792,0.201,0.138,5.37761778561583e-08,"MOAP1","ALL_monocytes","up"
1.79260233305805e-06,0.706972594586451,0.101,0.068,0.0337045090661574,"CELF6","ALL_monocytes","up"
1.09390776386591e-21,0.706610200237134,0.211,0.122,2.05676537762068e-17,"COL23A1","ALL_monocytes","up"
1.0831496233412e-14,0.706448675008591,0.445,0.392,2.03653792180612e-10,"HIF1A-AS3","ALL_monocytes","up"
7.78740656219178e-11,0.706131848246349,0.196,0.145,1.4641881818233e-06,"ENSG00000254604","ALL_monocytes","up"
1.19811964017823e-09,0.705079904867209,0.141,0.095,2.2527045474631e-05,"CARS2","ALL_monocytes","up"
1.5164789794052e-47,0.704205682299716,0.542,0.371,2.85128377707765e-43,"ENSG00000291156","ALL_monocytes","up"
1.92957613413545e-10,0.702613917525228,0.194,0.138,3.62798904740147e-06,"ENSG00000262898","ALL_monocytes","up"
3.80544723821169e-18,0.70192877101175,0.381,0.302,7.15500189728562e-14,"ZNF804A","ALL_monocytes","up"
4.63395184395005e-14,0.701709996524738,0.21,0.138,8.71275625699488e-10,"SCIRT","ALL_monocytes","up"
4.80373373373245e-15,0.701145575232695,0.143,0.081,9.03198016616375e-11,"KBTBD11","ALL_monocytes","up"
1.02302550542349e-09,0.698652100919402,0.129,0.081,1.92349255529724e-05,"GEM","ALL_monocytes","up"
2.45110232591034e-30,0.696784771377863,0.434,0.334,4.60856259317661e-26,"NDUFA12","ALL_monocytes","up"
1.14765928880363e-23,0.696347291271502,0.367,0.264,2.15782899480859e-19,"ENSG00000289526","ALL_monocytes","up"
3.50480570672093e-91,0.695721736849001,0.863,0.795,6.58973568977669e-87,"BZW1","ALL_monocytes","up"
4.53670746474784e-08,0.695593029023561,0.139,0.102,0.000852991737521888,"BCL10-AS1","ALL_monocytes","up"
1.05553359416951e-08,0.69521367604034,0.167,0.121,0.000198461426375751,"CCDC71L","ALL_monocytes","up"
3.00222939899158e-34,0.694602147519523,0.461,0.323,5.64479171598397e-30,"ALAS1","ALL_monocytes","up"
1.50414093213659e-21,0.692096893658354,0.317,0.216,2.82808578060322e-17,"CCND2","ALL_monocytes","up"
4.38003549293407e-18,0.690545329376428,0.218,0.136,8.23534273381463e-14,"RRAD","ALL_monocytes","up"
2.1096644775082e-27,0.690278485319938,0.333,0.213,3.96659115061092e-23,"MGST1","ALL_monocytes","up"
1.36025302601102e-12,0.688836543549891,0.151,0.092,2.55754773950592e-08,"ENSG00000260805","ALL_monocytes","up"
5.04473978936016e-48,0.68881940492544,0.633,0.477,9.48511975195498e-44,"CD109","ALL_monocytes","up"
3.36246525450886e-62,0.688557610728205,0.791,0.68,6.32210717152755e-58,"DNTTIP2","ALL_monocytes","up"
4.3929441750359e-30,0.688168974596662,0.427,0.294,8.2596136379025e-26,"SLC7A11","ALL_monocytes","up"
9.19384036510269e-78,0.687388034447513,0.795,0.617,1.72862586544661e-73,"S100A12","ALL_monocytes","up"
9.22471160636614e-09,0.687150039835871,0.146,0.1,0.000173443027622896,"ENSG00000288703","ALL_monocytes","up"
1.43848629772111e-06,0.685330928668832,0.109,0.075,0.0270464193697523,"ENSG00000274021","ALL_monocytes","up"
3.29098435281589e-08,0.685296388902144,0.205,0.153,0.000618770878016443,"PROK2","ALL_monocytes","up"
1.43257106109375e-06,0.677699150043216,0.268,0.234,0.0269352010906847,"AREG","ALL_monocytes","up"
8.77433675625844e-09,0.677351203700594,0.137,0.09,0.000164975079691171,"GNG7","ALL_monocytes","up"
2.16745290872974e-08,0.672203796546316,0.169,0.132,0.000407524495899365,"HCG18","ALL_monocytes","up"
3.33858348944758e-13,0.67199032068441,0.281,0.216,6.27720467685933e-09,"SDC2","ALL_monocytes","up"
2.15707846766278e-08,0.670849553026107,0.178,0.14,0.000405573893489956,"ZCWPW2","ALL_monocytes","up"
1.82094908246108e-07,0.670263678787334,0.113,0.074,0.00342374846484332,"QPCTL","ALL_monocytes","up"
2.3393427480511e-79,0.666730300944984,0.905,0.819,4.39843223488568e-75,"INSIG1","ALL_monocytes","up"
3.86368450175777e-13,0.665655773114454,0.285,0.221,7.26449960020496e-09,"RBKS","ALL_monocytes","up"
6.50564894128715e-23,0.664173906387462,0.436,0.36,1.22319211394081e-18,"OGT","ALL_monocytes","up"
1.91558401781349e-18,0.663936370404171,0.256,0.166,3.60168107029293e-14,"MELTF","ALL_monocytes","up"
1.72129239729226e-11,0.663544091659948,0.213,0.149,3.23637396538891e-07,"STRBP","ALL_monocytes","up"
2.33478698072079e-13,0.663378562651681,0.232,0.164,4.38986648115122e-09,"CCDC57","ALL_monocytes","up"
2.0998108009026e-08,0.661600129144718,0.165,0.122,0.000394806426785706,"EXOSC4","ALL_monocytes","up"
2.9623229606676e-32,0.657287397478269,0.373,0.237,5.56975963064722e-28,"THBD","ALL_monocytes","up"
1.81771562494674e-09,0.65504261926781,0.161,0.11,3.41766891802487e-05,"DRAIC","ALL_monocytes","up"
3.65706471440629e-21,0.653915346685791,0.564,0.479,6.8760130760267e-17,"RALGAPA1","ALL_monocytes","up"
1.63794388460965e-41,0.653666033888448,0.646,0.504,3.07966209184307e-37,"ASPH","ALL_monocytes","up"
1.81803528309424e-09,0.649731636777577,0.276,0.23,3.4182699392738e-05,"ANKRD37","ALL_monocytes","up"
1.17679126166065e-21,0.649104857112272,0.394,0.302,2.21260293017436e-17,"NCS1","ALL_monocytes","up"
2.21411905961778e-20,0.649044564518431,0.363,0.285,4.16298665589335e-16,"C1orf122","ALL_monocytes","up"
2.53892083752957e-07,0.647966998227416,0.131,0.09,0.00477367895872309,"INHBA","ALL_monocytes","up"
5.71965622843405e-34,0.647389104116678,0.541,0.415,1.07540976407017e-29,"HSPE1","ALL_monocytes","up"
2.06325732041315e-07,0.643773810896221,0.178,0.133,0.0038793364138408,"ENSG00000290039","ALL_monocytes","up"
8.93484727570444e-09,0.640545550336369,0.14,0.093,0.000167992998477795,"ENSG00000290578","ALL_monocytes","up"
1.33358360493301e-08,0.638571816393221,0.13,0.085,0.000250740389399504,"DVL1","ALL_monocytes","up"
6.65638146627453e-12,0.633580274649499,0.178,0.116,1.25153284328894e-07,"AMN1","ALL_monocytes","up"
1.10410214877147e-06,0.632168490285402,0.128,0.093,0.0207593286012012,"ATP1B1","ALL_monocytes","up"
4.9624862528789e-10,0.63199115987502,0.195,0.142,9.33046665266292e-06,"KBTBD8","ALL_monocytes","up"
1.68046852275641e-09,0.630862866631153,0.126,0.08,3.15961691648661e-05,"F13A1","ALL_monocytes","up"
2.59030094715284e-07,0.630129929709299,0.165,0.122,0.00487028384083677,"ZEB1","ALL_monocytes","up"
1.70984762594709e-11,0.629669676078619,0.207,0.144,3.21485550630572e-07,"PHLDB1","ALL_monocytes","up"
1.70501316504311e-11,0.628464684648896,0.249,0.193,3.20576575291406e-07,"GON7","ALL_monocytes","up"
1.19609190207182e-06,0.628220568941021,0.138,0.1,0.0224889199427544,"CREB3L2","ALL_monocytes","up"
1.58799748116505e-28,0.623063345448432,0.519,0.415,2.98575286408653e-24,"DENND1B","ALL_monocytes","up"
5.73759876290665e-13,0.62248741836361,0.265,0.189,1.07878331940171e-08,"ENSG00000283573","ALL_monocytes","up"
1.91091117370068e-15,0.622173610872309,0.277,0.194,3.59289518879202e-11,"SELL","ALL_monocytes","up"
8.64679390846999e-87,0.621370031261371,0.966,0.906,1.62577019067053e-82,"S100A9","ALL_monocytes","up"
3.28965627673676e-09,0.619485086772502,0.188,0.145,6.18521173152046e-05,"CCR5AS","ALL_monocytes","up"
7.76541230760151e-10,0.617842791889407,0.117,0.072,1.46005282207524e-05,"ST14","ALL_monocytes","up"
4.43712687963005e-08,0.617483187157248,0.175,0.129,0.000834268595908042,"ENSG00000225450","ALL_monocytes","up"
2.60029327142011e-06,0.617435221638169,0.1,0.066,0.0488907140892409,"RARG","ALL_monocytes","up"
1.34468117149221e-35,0.61537941516376,0.552,0.474,2.52826953863965e-31,"CPVL","ALL_monocytes","up"
2.76718852533543e-14,0.613944443078997,0.288,0.21,5.20286786533567e-10,"PDE2A","ALL_monocytes","up"
9.41264280796129e-12,0.613861032367341,0.253,0.202,1.76976510075288e-07,"GATD3","ALL_monocytes","up"
4.11918640354337e-11,0.612360716160037,0.236,0.176,7.74489427594224e-07,"IARS1","ALL_monocytes","up"
1.34926613807792e-19,0.60859842995671,0.298,0.2,2.5368901928141e-15,"CRLF2","ALL_monocytes","up"
9.72515603119712e-17,0.606962802079744,0.302,0.212,1.82852383698568e-12,"BAIAP2","ALL_monocytes","up"
1.67978007838585e-12,0.606638767904053,0.406,0.343,3.15832250338107e-08,"TBC1D22A-DT","ALL_monocytes","up"
2.77604766781764e-08,0.603892049217889,0.169,0.125,0.000521952482503073,"SLC30A4","ALL_monocytes","up"
1.19248235186133e-35,0.603178457301147,0.53,0.381,2.24210531796968e-31,"CD93","ALL_monocytes","up"
2.15960720204992e-07,0.601437385200278,0.162,0.12,0.00406049346129427,"TEX41","ALL_monocytes","up"
2.12813871247657e-09,0.60125454964222,0.117,0.072,4.00132640719844e-05,"FRMD3","ALL_monocytes","up"
1.4896465316073e-13,0.599443424947518,0.194,0.125,2.80083340872804e-09,"SERINC2","ALL_monocytes","up"
7.72061903552514e-09,0.597808510235325,0.114,0.071,0.000145163079105944,"CCDC138","ALL_monocytes","up"
4.93940979276052e-14,0.597395244394394,0.327,0.263,9.28707829234832e-10,"TIPARP","ALL_monocytes","up"
2.121009650281e-11,0.590031013195145,0.253,0.194,3.98792234445833e-07,"ADNP2","ALL_monocytes","up"
1.39022042586387e-12,0.589631753762513,0.293,0.252,2.61389244470925e-08,"ENSG00000290192","ALL_monocytes","up"
4.30198281550085e-15,0.589300384775841,0.286,0.205,8.08858808970469e-11,"NCF4","ALL_monocytes","up"
1.91237324199183e-26,0.588148640073901,0.454,0.333,3.59564416959304e-22,"STIP1","ALL_monocytes","up"
2.1761861189795e-18,0.58775736471513,0.379,0.279,4.09166514090527e-14,"DNAH17","ALL_monocytes","up"
1.00687197194407e-11,0.587709160876299,0.327,0.256,1.89312068164924e-07,"TPRA1","ALL_monocytes","up"
1.41515505599633e-08,0.586318452410362,0.139,0.092,0.00026607745362843,"ADAM19","ALL_monocytes","up"
1.50726416176629e-12,0.584809997166279,0.283,0.213,2.83395807695298e-08,"LINC01010","ALL_monocytes","up"
1.41544582399193e-12,0.583220189295627,0.286,0.22,2.66132123826963e-08,"SYTL3","ALL_monocytes","up"
5.66841849030227e-14,0.582660026900509,0.336,0.281,1.06577604454663e-09,"OAT","ALL_monocytes","up"
