"","0","1","2","3","4","5","6","7","8","9"
"ENSG00000238009",0.0223812248517044,0.00686573629321358,0.0247596920294243,0.0126055428193082,0.0426376852789325,0.00570437664753845,0.300675059898241,0.0071187348015012,0,0
"ENSG00000241860",0.00170772008044296,0.00155790245296663,0.00273880777462026,0.00262076484401208,0.00257182655402043,0.00557738992326927,0.00761041361589371,0,0,0.00487895555222702
"ENSG00000290385",0.0309124417107403,0.0260743400808108,0.02359780312942,0.0318527361341471,0.0339992920855088,0.0312684897799611,0.34318827303468,0.0034636688843384,0,0.00755228256412077
"ENSG00000291215",0.0323084421211099,0.0350051423727027,0.0374785299933054,0.0727561745604864,0.0606263267471201,0.0481515124606676,0.163142687038445,0.0228032675403821,0.0330005072924433,0.0228611167960212
"LINC01409",0.0145078467637594,0.0120562582753723,0.0236795584949361,0.00430841718949245,0.0390504041835828,0.0184978083610082,0.181492411117444,0.0198521297268605,0.0131673884492847,0.00961543084341752
"ENSG00000290784",0.0296756038692645,0.0476530379850399,0.0417668568146749,0.0372499320171859,0.0356930955429875,0.0337310904737953,0.0895488079862633,0.0268409909833064,0.0212112824423334,0.0376815020553577
"LINC00115",0.0555470610866405,0.0534918646593367,0.072270881947404,0.0547290449443004,0.0693252347327572,0.0554905098824553,0.210957992405801,0.0483790738371927,0.0409826255800008,0.048070028503286
"LINC01128",0.166276240306481,0.229519638881282,0.280537709302806,0.217948108531321,0.473748976364111,0.133431154365955,0.407205956737414,0.0934722934876801,0.114859883680227,0.155947660562159
"NOC2L",0.081378544069965,0.0735411864316967,0.109303233854806,0.0970317795191657,0.0898240080522448,0.211365540163039,0.0732511588163875,0.103201751887253,0.11732903297799,0.0640758179593756
"KLHL17",0.0195421227989177,0.0208891573031396,0.0318325413087617,0.0229559541001729,0.0267226085399475,0.0119660794054618,0.0153912542008318,0.00995636363930565,0.00572937853431038,0.0192349312715487
"PLEKHN1",0.0318058020308934,0.0239295387716109,0.0500908251522264,0.0199278557155458,0.0476988283863253,0.00520543774397563,0.0165381862564306,0.00881895437466207,0.00496778392127056,0.0144046869277555
"HES4",0.643460397976661,0.42061433032317,0.462526961441337,0.757430446140351,0.653997051533503,1.97959247822939,1.21005755678881,0.0773490135634416,0.703607963422906,0.760217934163245
