"Module","n_pos","n_neg","mean_pos","mean_neg","cohens_d","p_value","p_adj","star"
"Cytotoxic_Effector",66,81,0.523018559944566,0.38071625305873,0.256306819173057,0.179714236787725,0.269571355181587,""
"Exhaustion",66,81,-0.0311971016017743,-0.100480868443701,0.382715024324476,0.0104492820471724,0.0313478461415173,"*"
"Interferon_Response",66,81,0.0504503850620667,0.0865462765077327,-0.163546622668042,0.396972141727055,0.396972141727055,""
