"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","direction"
5.50811598391391e-22,-6.46635354502464,0,0.022,1.03563596729549e-17,"Naive B","MSC","down"
6.39656392332336e-36,-6.22917278397876,0,0.04,1.20268194886326e-31,"Naive B","TRERF1","down"
5.06968310601571e-179,-6.21933334630731,0.005,0.201,9.53201817593073e-175,"Naive B","ITGAX","down"
5.94694292137148e-245,-5.75008574447669,0.008,0.273,1.11814420807627e-240,"Naive B","ZBTB32","down"
2.27178513698747e-30,-5.40876977549703,0.001,0.037,4.27141041456384e-26,"Naive B","ENSG00000289863","down"
5.69701224283224e-23,-5.35264300899807,0.001,0.03,1.07115224189732e-18,"Naive B","CST7","down"
3.09467274446014e-64,-5.24535616163951,0.001,0.073,5.81860369413395e-60,"Naive B","TGM2","down"
2.45016393511747e-246,-5.18819821635241,0.017,0.301,4.60679823080787e-242,"Naive B","SOX5","down"
3.53261957357146e-30,-5.17868367346537,0.001,0.037,6.64203132222905e-26,"Naive B","NRCAM","down"
1.61139723855029e-171,-5.14038107496918,0.009,0.21,3.02974908792226e-167,"Naive B","CXCR3","down"
5.62680469645637e-18,-5.12710813940492,0.001,0.023,1.05795181902773e-13,"Naive B","PIF1","down"
7.97302064940538e-15,-5.05683493082444,0,0.017,1.4990873425012e-10,"Naive B","MSC-AS1","down"
6.26871354215189e-102,-4.91703688335602,0.007,0.134,1.1786435201954e-97,"Naive B","CD27","down"
2.37547360171351e-144,-4.63992467124267,0.013,0.196,4.46636546594174e-140,"Naive B","IGHG1","down"
4.11605909459532e-21,-4.60224584167097,0.001,0.027,7.73901430965812e-17,"Naive B","RIC8B","down"
5.96435960803018e-14,-4.40856934551251,0.001,0.02,1.12141889350183e-09,"Naive B","ATP8B4","down"
1.43845327828219e-176,-4.40059436942942,0.016,0.235,2.70457985382618e-172,"Naive B","PBX4","down"
2.32050169647073e-24,-4.34212002636949,0.001,0.032,4.36300728970426e-20,"Naive B","CD226","down"
2.466261008128e-48,-4.18854130635076,0.003,0.065,4.63706394748226e-44,"Naive B","TOX","down"
1.11755071096269e-55,-4.18715002835101,0.004,0.075,2.10121884675205e-51,"Naive B","LINC00944","down"
4.40565263461002e-15,-4.17547754201412,0.001,0.02,8.28350808359376e-11,"Naive B","BCL11B","down"
2.66087002030512e-15,-4.10894053075365,0.001,0.021,5.00296781217769e-11,"Naive B","SIGLEC6","down"
1.56495935101892e-99,-4.07553529228372,0.01,0.141,2.94243657178577e-95,"Naive B","TEX9","down"
1.25840908746249e-82,-4.0303367862733,0.009,0.119,2.36606076624697e-78,"Naive B","TOX2","down"
7.97815242940946e-159,-4.00597313119979,0.014,0.214,1.50005221977757e-154,"Naive B","TFEC","down"
1.63877791454871e-99,-3.88567987152023,0.016,0.157,3.08123023493448e-95,"Naive B","IGHG2","down"
3.57395930591824e-24,-3.85467717460389,0.001,0.029,6.71975828698748e-20,"Naive B","UGGT2","down"
4.61953238961788e-63,-3.83639085404596,0.005,0.086,8.68564479895953e-59,"Naive B","CALHM2","down"
2.59997543395755e-23,-3.825218416584,0.002,0.034,4.88847381092699e-19,"Naive B","ENSG00000258760","down"
7.04017474740115e-20,-3.821760752543,0.001,0.027,1.32369365600636e-15,"Naive B","CDC42EP3-AS1","down"
9.32254005456005e-36,-3.78849388088562,0.004,0.053,1.75282398105838e-31,"Naive B","NLGN4Y","down"
1.42266639823896e-34,-3.77223239296162,0.003,0.048,2.67489736196889e-30,"Naive B","TRIM47","down"
1.09610807975007e-64,-3.68918931291633,0.01,0.103,2.06090241154608e-60,"Naive B","TMEM273","down"
4.1280775279288e-14,-3.65723566686273,0.001,0.02,7.76161136801173e-10,"Naive B","SLC12A8","down"
3.72793880214548e-30,-3.63894039869562,0.005,0.05,7.00927053579393e-26,"Naive B","NKG7","down"
2.19142766622725e-12,-3.62924646590686,0.001,0.018,4.12032229804047e-08,"Naive B","MIR3142HG","down"
5.81910779354094e-37,-3.6252244774215,0.006,0.06,1.09410864734157e-32,"Naive B","RTN4R","down"
2.1282569680463e-155,-3.60651766088547,0.025,0.237,4.00154875132065e-151,"Naive B","HMOX1","down"
4.40173642714914e-14,-3.58931465761951,0.001,0.02,8.27614483032582e-10,"Naive B","GIPR","down"
1.49155245716937e-17,-3.57302430988304,0.001,0.024,2.80441692996985e-13,"Naive B","OTUD7B","down"
2.82770054748818e-145,-3.50013813533292,0.026,0.227,5.31664256938727e-141,"Naive B","HLA-G","down"
7.96565791202448e-46,-3.4676995915935,0.007,0.073,1.49770300061884e-41,"Naive B","KIF21A","down"
2.80402692913227e-43,-3.45614647590704,0.005,0.065,5.2721314321545e-39,"Naive B","TRPV3","down"
7.15155966984156e-38,-3.44444399756029,0.006,0.062,1.34463624912361e-33,"Naive B","SGPP2","down"
1.87177807116034e-35,-3.37352206509645,0.005,0.056,3.51931712939567e-31,"Naive B","ENSG00000290698","down"
3.77124261022767e-12,-3.33918735304048,0.001,0.017,7.09069035575007e-08,"Naive B","TMEM178B","down"
2.37240761906248e-11,-3.33353205494646,0.001,0.017,4.46060080536127e-07,"Naive B","LINC01010","down"
3.03686208839223e-61,-3.30295186358253,0.016,0.113,5.70990809859506e-57,"Naive B","BHLHE41","down"
6.20669369185637e-11,-3.30096989930726,0.002,0.018,1.16698254794284e-06,"Naive B","P2RY12","down"
3.48423059985493e-13,-3.25576544849186,0.002,0.021,6.55105037384723e-09,"Naive B","LILRB2","down"
1.20389526492178e-11,-3.23301996563482,0.001,0.017,2.26356387710594e-07,"Naive B","LINC01754","down"
1.05779350957467e-20,-3.20260643106525,0.003,0.033,1.98886335670229e-16,"Naive B","PIK3R6","down"
8.01692764692405e-25,-3.16957457467141,0.004,0.04,1.50734273617466e-20,"Naive B","DGKG","down"
5.59632806831533e-20,-3.14435736707115,0.004,0.035,1.05222160340465e-15,"Naive B","CHODL","down"
8.03676650252557e-18,-3.12511204424341,0.002,0.028,1.51107283780486e-13,"Naive B","BCAS1","down"
6.88232916792032e-245,-3.11554170520556,0.073,0.41,1.29401553015238e-240,"Naive B","TNFRSF13B","down"
6.43198395998466e-19,-3.10286632373512,0.006,0.038,1.20934162415632e-14,"Naive B","DLGAP1","down"
2.71015811714299e-31,-3.08484875610254,0.007,0.056,5.09563929185225e-27,"Naive B","TSHZ2","down"
2.39295810696767e-33,-3.08069175841135,0.007,0.058,4.49923983272061e-29,"Naive B","BMPR1A","down"
8.72227766241586e-152,-3.07628209045383,0.045,0.274,1.63996264608743e-147,"Naive B","COPDA1","down"
9.559543190536e-289,-3.06677331565058,0.068,0.446,1.79738531068458e-284,"Naive B","ATXN1","down"
1.47417511131723e-15,-3.06487031532237,0.002,0.022,2.77174404429866e-11,"Naive B","ITPRIPL2","down"
2.99873333773283e-14,-3.06458983734977,0.002,0.021,5.63821842160527e-10,"Naive B","KCNH4","down"
6.20654196514268e-19,-3.06324288650357,0.006,0.038,1.16695402028613e-14,"Naive B","WNT16","down"
1.5845319838152e-12,-3.04443962188996,0.003,0.022,2.97923703596934e-08,"Naive B","ENSG00000290100","down"
1.38198866425208e-20,-3.03031810740568,0.004,0.036,2.59841508652675e-16,"Naive B","ITGAM","down"
1.24398954923661e-48,-3.02707890329553,0.013,0.092,2.33894915047468e-44,"Naive B","ATP2B4","down"
2.1014975436057e-22,-3.01194502215637,0.005,0.04,3.95123568148743e-18,"Naive B","MGLL","down"
