"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","direction"
1.91899769909982e-22,-8.80472222458974,0,0.045,3.60809947384748e-18,"Intermediate B (HLA-G+)","IGHV4-31","down"
4.00686596299231e-17,-6.39426497841399,0,0.034,7.53370938361815e-13,"Intermediate B (HLA-G+)","ENSG00000263551","down"
1.30418230092817e-15,-6.09904061569817,0,0.031,2.45212356220514e-11,"Intermediate B (HLA-G+)","ZDHHC19","down"
1.94908314705999e-14,-5.64663760859256,0,0.028,3.66466613310219e-10,"Intermediate B (HLA-G+)","HLA-DRB6","down"
6.39178076656891e-11,-5.52614510288879,0,0.021,1.20178261973029e-06,"Intermediate B (HLA-G+)","NIPAL2","down"
3.67535882248011e-08,-5.42177547366173,0,0.015,0.00069104096580271,"Intermediate B (HLA-G+)","ID1","down"
7.80818782498473e-10,-5.20348910702348,0,0.018,1.46809547485363e-05,"Intermediate B (HLA-G+)","LCN8","down"
2.71062547546577e-13,-4.95826237772143,0.001,0.031,5.09651801897074e-09,"Intermediate B (HLA-G+)","XIST","down"
1.17841502521926e-38,-4.40943644883822,0.004,0.098,2.21565593041725e-34,"Intermediate B (HLA-G+)","DSP","down"
1.07538268525582e-28,-4.27238275388738,0.005,0.079,2.021934524818e-24,"Intermediate B (HLA-G+)","IGHV3-30","down"
2.0786339240968e-07,-3.96803291348863,0.002,0.02,0.00390824750408681,"Intermediate B (HLA-G+)","WDR86","down"
4.4024649628606e-09,-3.82599928131376,0.002,0.025,8.27751462317051e-05,"Intermediate B (HLA-G+)","CNTNAP2","down"
1.33433486489228e-17,-3.7575132143219,0.09,0.156,2.50881641297046e-13,"Intermediate B (HLA-G+)","HSPA1A","down"
1.30792322429067e-20,-3.7278900839552,0.101,0.179,2.45915724631132e-16,"Intermediate B (HLA-G+)","HSPA1B","down"
6.69716754787343e-07,-3.72354236038187,0.003,0.021,0.0125920144235116,"Intermediate B (HLA-G+)","CST7","down"
1.02933197173094e-11,-3.70335059699595,0.004,0.037,1.93534997324852e-07,"Intermediate B (HLA-G+)","NKG7","down"
9.29606980608412e-22,-3.3153015398264,0.012,0.078,1.74784704493994e-17,"Intermediate B (HLA-G+)","RGPD2","down"
1.26757524199353e-16,-3.23495403416552,0.005,0.052,2.38329496999624e-12,"Intermediate B (HLA-G+)","CTH","down"
8.95222473646325e-22,-3.07259528292897,0.14,0.235,1.68319729494982e-17,"Intermediate B (HLA-G+)","DNAJB1","down"
2.93502410589923e-07,-3.03949186222682,0.003,0.024,0.00551843232391174,"Intermediate B (HLA-G+)","NCS1","down"
9.30532417681355e-08,-2.91313393686851,0.003,0.026,0.00174958705172448,"Intermediate B (HLA-G+)","NRCAM","down"
5.96460971333832e-07,-2.91271618889483,0.004,0.025,0.0112146591830187,"Intermediate B (HLA-G+)","ENSG00000273702","down"
8.19467710306678e-10,-2.84151615283763,0.009,0.04,1.54076318891862e-05,"Intermediate B (HLA-G+)","ENSG00000289340","down"
1.09116931603637e-08,-2.79559987324354,0.008,0.038,0.000205161654801159,"Intermediate B (HLA-G+)","RRAD","down"
2.23575638197532e-22,-2.79523002446173,0.016,0.089,4.20366914939e-18,"Intermediate B (HLA-G+)","ENSG00000224610","down"
1.61692785107558e-07,-2.7609381014049,0.006,0.03,0.0030401477455923,"Intermediate B (HLA-G+)","RND1","down"
2.0783436374506e-15,-2.75856395119786,0.025,0.084,3.90770170713462e-11,"Intermediate B (HLA-G+)","TNFSF9","down"
2.48962602606249e-42,-2.75530005857613,0.184,0.319,4.68099485420269e-38,"Intermediate B (HLA-G+)","ENSG00000235979","down"
8.65197554744103e-10,-2.74673806675632,0.007,0.039,1.62674444242986e-05,"Intermediate B (HLA-G+)","IL7R","down"
2.96433762500802e-25,-2.70433424906426,0.023,0.107,5.57354760254008e-21,"Intermediate B (HLA-G+)","FOSL2","down"
4.47508457419073e-204,-2.68503525036519,0.216,0.661,8.4140540163934e-200,"Intermediate B (HLA-G+)","HLA-DRB5","down"
1.58882987777909e-07,-2.68018536102073,0.008,0.034,0.00298731793620025,"Intermediate B (HLA-G+)","LINC02416","down"
9.99099246933381e-08,-2.67261112504376,0.003,0.026,0.00187850640408414,"Intermediate B (HLA-G+)","CD274","down"
5.5228729946134e-07,-2.63508717767598,0.003,0.024,0.0103841058044721,"Intermediate B (HLA-G+)","ENSG00000288999","down"
3.00248780440966e-19,-2.61599753547624,0.228,0.322,5.64527756985105e-15,"Intermediate B (HLA-G+)","FOS","down"
1.54140891804147e-07,-2.59868481397377,0.007,0.033,0.00289815704770158,"Intermediate B (HLA-G+)","ID2","down"
3.34003457649603e-21,-2.59073429732458,0.025,0.103,6.27993301072784e-17,"Intermediate B (HLA-G+)","NRARP","down"
1.56119037958296e-11,-2.45722730112246,0.01,0.05,2.93535015169189e-07,"Intermediate B (HLA-G+)","GEM","down"
5.21710317064109e-27,-2.44048770929326,0.031,0.13,9.80919738143937e-23,"Intermediate B (HLA-G+)","HES4","down"
3.1340872950118e-07,-2.38858129287118,0.003,0.022,0.00589271093208119,"Intermediate B (HLA-G+)","NOTCH2NLR","down"
8.52564352660428e-42,-2.38163252830288,0.125,0.288,1.60299149587214e-37,"Intermediate B (HLA-G+)","DUSP2","down"
7.71746340678567e-86,-2.37410600315771,0.16,0.435,1.45103746974384e-81,"Intermediate B (HLA-G+)","ZNF331","down"
6.0803323538657e-09,-2.36544667779455,0.01,0.043,0.000114322408917383,"Intermediate B (HLA-G+)","ENSG00000289298","down"
7.22448290535897e-67,-2.36520278590468,0.246,0.466,1.35834727586559e-62,"Intermediate B (HLA-G+)","NR4A2","down"
1.21087576836842e-19,-2.33934428767683,0.019,0.089,2.2766886196863e-15,"Intermediate B (HLA-G+)","ENSG00000284977","down"
1.18250690673043e-09,-2.33204263603512,0.01,0.044,2.22334948603456e-05,"Intermediate B (HLA-G+)","GNG4","down"
4.9844280954289e-10,-2.31153427117944,0.005,0.035,9.37172170502542e-06,"Intermediate B (HLA-G+)","NMRAL1","down"
1.09562511171802e-06,-2.29754268859904,0.01,0.035,0.0205999433505222,"Intermediate B (HLA-G+)","ENSG00000287070","down"
6.88019559112629e-08,-2.28493353324119,0.007,0.034,0.00129361437504356,"Intermediate B (HLA-G+)","ENSG00000290013","down"
1.07015607365876e-70,-2.27163262194705,0.105,0.345,2.01210744969319e-66,"Intermediate B (HLA-G+)","DUSP5","down"
1.37013940482419e-25,-2.25494325235499,0.03,0.125,2.57613610895044e-21,"Intermediate B (HLA-G+)","STX17-DT","down"
1.55618524131334e-10,-2.13426066352503,0.017,0.06,2.92593949071734e-06,"Intermediate B (HLA-G+)","HSPA2","down"
1.96726946152287e-07,-2.12790802521105,0.004,0.026,0.0036988600415553,"Intermediate B (HLA-G+)","COL1A1","down"
1.95678440775617e-09,-2.11342432132545,0.011,0.046,3.67914604346315e-05,"Intermediate B (HLA-G+)","NFIL3","down"
1.51529026439846e-39,-2.11195833257546,0.235,0.405,2.84904875512198e-35,"Intermediate B (HLA-G+)","GADD45B","down"
1.79435862440871e-07,-2.1056532025848,0.011,0.04,0.00337375308561327,"Intermediate B (HLA-G+)","MACC1","down"
9.84336175736651e-58,-2.09449057216203,0.13,0.345,1.85074887762005e-53,"Intermediate B (HLA-G+)","NR4A3","down"
3.04742565169235e-08,-2.09358494514432,0.025,0.063,0.000572976971031195,"Intermediate B (HLA-G+)","BAG3","down"
7.52211766968412e-26,-2.06709057149497,0.037,0.137,1.41430856425401e-21,"Intermediate B (HLA-G+)","IKZF2","down"
7.64603162316422e-23,-2.03995668905694,0.051,0.148,1.43760686578734e-18,"Intermediate B (HLA-G+)","CD86","down"
3.12626456326413e-17,-2.03279530664325,0.032,0.102,5.87800263184921e-13,"Intermediate B (HLA-G+)","CBX4","down"
3.33571705203725e-07,-2.02901355716407,0.009,0.035,0.00627181520124043,"Intermediate B (HLA-G+)","RGS9","down"
2.2084985384296e-06,-2.0274964478279,0.002,0.015,0.0415241895195534,"Intermediate B (HLA-G+)","F8A3","down"
1.17093828292494e-11,-2.00736392135708,0.022,0.071,2.20159815955548e-07,"Intermediate B (HLA-G+)","MAML3","down"
3.96563021249072e-15,-2.00267677348419,0.039,0.109,7.45617792552506e-11,"Intermediate B (HLA-G+)","EGR1","down"
8.14387546414657e-26,-1.99043408086861,0.193,0.304,1.53121146476884e-21,"Intermediate B (HLA-G+)","FOSB","down"
1.12551939451434e-12,-1.94040415032172,0.023,0.077,2.11620156556585e-08,"Intermediate B (HLA-G+)","EGR3","down"
1.40911180492755e-15,-1.93257499346966,0.029,0.096,2.64941201562478e-11,"Intermediate B (HLA-G+)","CD9","down"
1.25721486849166e-27,-1.92016671237425,0.122,0.251,2.36381539573802e-23,"Intermediate B (HLA-G+)","CKS2","down"
1.04724038111226e-15,-1.9179122141983,0.083,0.165,1.96902136456727e-11,"Intermediate B (HLA-G+)","PLEK","down"
1.77500375372571e-06,-1.90630478016289,0.015,0.042,0.0333736205775507,"Intermediate B (HLA-G+)","ENSG00000289872","down"
1.89619992428299e-06,-1.88294811669969,0.008,0.031,0.0356523509763687,"Intermediate B (HLA-G+)","MDGA1","down"
