"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.3992956126715e-60,5.81445163675236,0.115,0.002,4.51115561094496e-56,"Atypical B (ABC/DN2)","SLC12A8"
1.97826508886481e-142,5.68247842408451,0.275,0.007,3.71953402008362e-138,"Atypical B (ABC/DN2)","NKG7"
1.52183382973841e-162,5.47798754990617,0.317,0.01,2.86135196667415e-158,"Atypical B (ABC/DN2)","RTN4R"
2.25623821957283e-65,5.47600720260609,0.141,0.006,4.24217910044083e-61,"Atypical B (ABC/DN2)","CST7"
1.5864871278329e-44,4.89632432785366,0.1,0.005,2.98291309775141e-40,"Atypical B (ABC/DN2)","LILRB2"
3.75325305463841e-34,4.49399171213578,0.081,0.004,7.05686639333115e-30,"Atypical B (ABC/DN2)","LRRC25"
1.75328234021597e-43,4.47821614104844,0.097,0.004,3.29652145607407e-39,"Atypical B (ABC/DN2)","BCL11B"
2.16790853925886e-214,4.44297314559604,0.483,0.033,4.07610163551451e-210,"Atypical B (ABC/DN2)","TOX2"
6.42784844232217e-34,4.1698332293168,0.086,0.005,1.20856406412542e-29,"Atypical B (ABC/DN2)","GIPR"
3.6714018142463e-320,4.14387770601271,0.703,0.062,6.9029696911459e-316,"Atypical B (ABC/DN2)","ITGAX"
2.78302496881965e-46,3.91544420413005,0.129,0.01,5.2326435463747e-42,"Atypical B (ABC/DN2)","SYT1"
5.72525295812909e-50,3.91093477936202,0.136,0.01,1.07646206118743e-45,"Atypical B (ABC/DN2)","SLC11A1"
1.22857691883487e-212,3.8906655772473,0.548,0.062,2.30997032279333e-208,"Atypical B (ABC/DN2)","ENC1"
3.93523393753679e-75,3.83901583918641,0.207,0.016,7.39902684935666e-71,"Atypical B (ABC/DN2)","SPTBN4"
0,3.73764313986645,0.848,0.117,0,"Atypical B (ABC/DN2)","SOX5"
1.68247987426113e-40,3.68961507030479,0.116,0.01,3.16339865958578e-36,"Atypical B (ABC/DN2)","CTSW"
1.1957474346849e-41,3.67477226654531,0.124,0.012,2.24824432669455e-37,"Atypical B (ABC/DN2)","ENSG00000289863"
1.91696406874307e-73,3.62325393056229,0.215,0.02,3.60427584205072e-69,"Atypical B (ABC/DN2)","CREB5"
0,3.49597151442348,0.832,0.18,0,"Atypical B (ABC/DN2)","TXNDC5"
1.66565524822338e-37,3.44732678488502,0.105,0.008,3.1317649977096e-33,"Atypical B (ABC/DN2)","VASN"
2.44141166947131e-51,3.39361453189739,0.184,0.025,4.59034222093996e-47,"Atypical B (ABC/DN2)","TOX"
2.92584679042413e-22,3.38549621328167,0.073,0.008,5.50117713535545e-18,"Atypical B (ABC/DN2)","PLCL1"
5.38720498734315e-20,3.36403984733553,0.06,0.005,1.01290228172026e-15,"Atypical B (ABC/DN2)","TMEM178B"
9.58745922651262e-35,3.29947716278406,0.12,0.015,1.8026340837689e-30,"Atypical B (ABC/DN2)","SEMA6A"
7.49013352412474e-19,3.26812335771352,0.065,0.008,1.40829490520593e-14,"Atypical B (ABC/DN2)","MLLT11"
4.37857441952524e-30,3.25955365923514,0.105,0.013,8.23259562359136e-26,"Atypical B (ABC/DN2)","FGD4"
1.46457593862911e-43,3.20645527756872,0.15,0.018,2.75369567981045e-39,"Atypical B (ABC/DN2)","BMP8A"
1.37335153288062e-243,3.1731794153535,0.703,0.136,2.58217555212213e-239,"Atypical B (ABC/DN2)","GPR137B"
1.18088835938324e-24,3.14031716857761,0.089,0.011,2.22030629331237e-20,"Atypical B (ABC/DN2)","EEPD1"
1.58641845316339e-31,3.13142775021587,0.113,0.015,2.9827839756378e-27,"Atypical B (ABC/DN2)","TRERF1"
4.66200128930219e-150,3.0673257059722,0.519,0.093,8.76549482414598e-146,"Atypical B (ABC/DN2)","CD86"
1.35393816026712e-70,3.01553300236322,0.305,0.056,2.54567452893424e-66,"Atypical B (ABC/DN2)","ARL4D"
1.72096292353889e-38,2.98626049318649,0.142,0.019,3.23575448883781e-34,"Atypical B (ABC/DN2)","HOTAIRM1"
3.23155935153313e-117,2.98027595572653,0.431,0.077,6.07597789275258e-113,"Atypical B (ABC/DN2)","BLVRB"
5.74576014868085e-33,2.94303773396048,0.113,0.013,1.08031782315497e-28,"Atypical B (ABC/DN2)","NRCAM"
6.61001409827288e-25,2.93448397097064,0.095,0.013,1.24281485075727e-20,"Atypical B (ABC/DN2)","PIK3R6"
2.54795723212874e-20,2.91548317925934,0.068,0.008,4.79066918784847e-16,"Atypical B (ABC/DN2)","ENSG00000289318"
4.05221050870256e-34,2.90887633043354,0.262,0.083,7.61896619846256e-30,"Atypical B (ABC/DN2)","IGHG2"
8.08763403187569e-18,2.90667599637627,0.063,0.008,1.52063695067327e-13,"Atypical B (ABC/DN2)","SLX1A"
4.7000163765362e-198,2.85666380118165,0.654,0.114,8.83697079116336e-194,"Atypical B (ABC/DN2)","ZBTB32"
