"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SIN3B",0.716464114330277,-0.510833569366141,0.107,0.127,1
"IL2RG",0.0607733793540842,-0.510736290257404,0.679,0.859,1
"ASXL1",0.491953873341324,-0.510544981505744,0.214,0.254,1
"FBXL15",0.343920535509416,-0.510398730011687,0.071,0.155,1
"TMEM167A",0.323697716518212,-0.510297192221149,0.179,0.268,1
"SEPTIN9",0.171011084684942,0.510201545795193,0.536,0.38,1
"TAF10",0.385411847813161,0.510104577134061,0.643,0.634,1
"ZNF431",0.470090673965973,-0.50944800426497,0.107,0.169,1
"GIT2",0.460600066703611,-0.509041555193491,0.214,0.296,1
"MAP4K1",0.892895118610046,-0.508932713261394,0.143,0.141,1
"TMA7",0.0713636799933774,-0.508607542340213,0.679,0.887,1
"PSMB2",0.308020190734644,-0.508123208751898,0.214,0.324,1
"CMAS",0.509006282732171,0.508061767242275,0.179,0.127,1
"TRAPPC14",0.720103733442842,0.507945394791919,0.107,0.085,1
"HIRIP3",0.489662544900588,-0.507795420835558,0.071,0.113,1
"FAM193A",0.409847266985031,0.50775404448953,0.286,0.211,1
"MRPS7",0.370078943353614,-0.507701651726174,0.214,0.296,1
"IRF9",0.35009722380726,-0.507491532277304,0.179,0.254,1
"TFB1M",0.41125266396264,0.507426136347553,0.107,0.056,1
"SAMM50",0.8308618936708,-0.507343017415931,0.107,0.113,1
"RER1",0.297029446827648,-0.507337449131573,0.25,0.352,1
"SNRPC",0.293244965558271,0.507262916089684,0.429,0.352,1
"ATXN7",0.32339283836849,-0.507167939346008,0.179,0.282,1
"PCNP",0.336824036898647,0.506972699800953,0.464,0.366,1
"SMC6",0.574373474528912,-0.506702824982538,0.143,0.183,1
"CYC1",0.332359975134305,-0.506409006345407,0.321,0.38,1
"MRPL11",0.485766483302471,0.50609651961598,0.214,0.141,1
"CDC27",0.406308001384725,-0.506062681109316,0.107,0.183,1
"SERPINB9",0.370115036452267,-0.505803250427909,0.607,0.676,1
"H3C4",0.827345024334875,-0.50570845301671,0.107,0.085,1
"SH3KBP1",0.191703366709574,-0.505696661923417,0.464,0.62,1
"ZNF506",0.358390617672927,-0.505413690544195,0.143,0.239,1
"RAB5A",0.488127299686272,0.504953910210053,0.321,0.254,1
"ATXN10",0.507322217938345,-0.504745988940507,0.179,0.225,1
"C6orf62",0.482601567598756,-0.504734785816238,0.25,0.324,1
"PTBP2",0.41319418136814,0.503785400725938,0.214,0.141,1
"MLEC",0.79124572612124,0.503718841885136,0.25,0.254,1
"TFG",0.435267505215907,-0.503345539586689,0.214,0.254,1
"NSMCE4A",0.743545447681315,0.503268690948743,0.107,0.085,1
"BICD1",0.235242502433921,-0.503063759099226,0.107,0.225,1
"CNPY3",0.246256458036402,0.503031320898342,0.393,0.254,1
"CSNK1E",0.474733072913582,0.502668568662885,0.179,0.113,1
"KLHDC4",0.653053162672487,-0.502594970122716,0.214,0.254,1
